Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly) 
 01/01  01:00:00,,,135835556.44300154,135835556.44300154 
 01/01  02:00:00,,,155316168.48267716,155316168.48267713 
 01/01  03:00:00,,,134915001.42586455,134915001.42586455 
 01/01  04:00:00,,,141518061.28053504,141518061.280535 
 01/01  05:00:00,,,148072766.08124033,148072766.08124033 
 01/01  06:00:00,,,164037227.56311712,164037227.5631171 
 01/01  07:00:00,,,226045913.76648176,226045913.7664817 
 01/01  08:00:00,,,226976264.40465355,226976264.40465358 
 01/01  09:00:00,,,233604652.0688591,233604652.06885904 
 01/01  10:00:00,,,210962192.6185372,210962192.6185372 
 01/01  11:00:00,,,196888375.17917344,196888375.1791734 
 01/01  12:00:00,,,202237870.4220551,202237870.42205513 
 01/01  13:00:00,,,182272899.08904618,182272899.08904618 
 01/01  14:00:00,,,172398108.58060622,172398108.5806062 
 01/01  15:00:00,,,179548925.16728574,179548925.16728574 
 01/01  16:00:00,,,180610614.27179185,180610614.27179185 
 01/01  17:00:00,,,193549207.31947678,193549207.31947678 
 01/01  18:00:00,,,203207184.38123763,203207184.38123766 
 01/01  19:00:00,,,233757747.2246768,233757747.22467673 
 01/01  20:00:00,,,225261242.29263723,225261242.2926372 
 01/01  21:00:00,,,220581189.9429285,220581189.94292846 
 01/01  22:00:00,,,200846804.22446042,200846804.2244604 
 01/01  23:00:00,,,193084448.4175949,193084448.41759488 
 01/01  24:00:00,,,165823647.32662028,165823647.32662025 
 01/02  01:00:00,,,156003962.03192514,156003962.03192514 
 01/02  02:00:00,,,142436617.3849171,142436617.3849171 
 01/02  03:00:00,,,148264812.48150206,148264812.481502 
 01/02  04:00:00,,,134971660.80559048,134971660.80559045 
 01/02  05:00:00,,,142359013.0096034,142359013.0096034 
 01/02  06:00:00,,,177679020.43367925,177679020.43367922 
 01/02  07:00:00,,,226471975.2071271,226471975.20712706 
 01/02  08:00:00,,,227293139.26144207,227293139.26144207 
