Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,17929300252.20539,1879988.1415944826,7283374655.012065,1761879.3812930072,7265943195.694209,833000.4938679817,7291477435.4319515,875715.5704478617,7439911360.219086,756260.8310865727,13816114895.237228,2601128.725123862,7250799608.26591,1273913.5890132515,7257962651.734347,1273307.869858048,7617565621.098431,1217958.1511443947,11958903422.551338,21100460.208511446,896703814548.0764,26835274352810.746 
February,17014727686.505745,2095448.015304124,7028322254.906333,49682927.43206531,6863153090.7376995,1473604.1368272202,6880065793.593094,1485251.2770618103,7019989956.482236,1313277.1569692995,12986035657.152521,3675815.6641553063,6836316745.609915,1810434.667351395,6846271142.954072,1810214.6273185266,7233300892.783145,1721699.256811752,11451434590.83855,1207770.5908837589,829943278693.5673,26632215258732.28 
March,12501926001.434006,187178305.39499906,4951662060.865562,169782405.35347378,4942358220.872065,104209440.98620455,4955748179.6475525,102977304.61738859,5067111223.543585,80870888.8660121,9305041364.720812,211433534.38709462,4939493267.364371,158931398.9579895,4954455602.09258,144424806.86383516,5198276516.557814,80033223.47292171,8674933680.712076,82705671.8590334,851032835084.1937,19850093577947.08 
April,7265185319.689934,432983078.5041297,2772516765.0250344,217137319.10801697,2805001975.5160646,181456317.19385162,2845829426.0712166,202394269.05478323,3008591010.6016684,258674460.60479417,5239771609.284381,365741561.9320633,2787077122.9073906,226963824.27873442,2842290896.6555696,262612129.45116487,2978333789.330534,141376165.542316,5143695428.823977,103362963.50560895,759332328514.9365,12381452145661.885 
May,3445888274.7519627,1939206216.1228197,1275583786.44528,904433102.7935517,1332707238.4040608,937082736.4668001,1349980099.2288988,926415607.5791848,1439592046.1791296,912437136.1874803,2477950856.24485,1764196498.3099203,1340391032.618777,946580754.1578869,1343080966.6937208,936614110.7220873,1462468802.2907994,830203813.2967867,2482774485.7333694,710422699.2319293,811313478050.4668,5161549881927.114 
June,1758263614.2510486,4081174182.7519784,825711349.8903388,1824699578.9379342,921726535.7667152,1931128872.3843336,921093536.5755286,1923419161.4092774,933494897.0174748,1901366617.9774272,1544754899.8079705,3486099530.3688135,860353204.5535964,1862737009.4573774,871839214.2718847,1838079299.9391582,922664064.8659415,1706852700.3674653,989499390.3109392,1478680935.1593266,931580226796.3213,1607935031241.387 
July,3197907518.676944,6785306947.066771,1651272127.448852,3257372521.0126104,1946318315.5768433,3290280792.271836,1932320370.7350123,3320451263.068205,1950432486.6605208,3309755661.827867,3506807801.690496,6136064250.836668,1915591879.8280096,3286408341.8481445,1926688732.9153354,3274877180.3221846,1984732762.7827938,3170907507.5272355,1920995018.7200725,2900205710.2358193,1296849319272.7417,259327875134.22458 
August,1098976272.2205071,5367654788.873942,568603041.1478254,2333671404.6148086,750665853.3816931,2507282000.2106056,751735159.8472995,2502500890.093383,756713583.3349248,2485840121.4285183,1231451943.9724326,4575072348.113813,707991339.0663528,2446947546.7822423,716483878.2862579,2425781188.4165063,739023049.7871091,2331936322.1332755,669861847.9901168,2272266870.2680116,993424535627.3594,743771008053.0557 
September,1266226219.6827042,3689933277.974089,506361848.951009,1567884570.634894,551368516.4970814,1628730289.4208093,535277759.6073361,1581425163.530787,561501680.597928,1560355601.7486293,921218040.8188392,2965251297.5978446,538502114.0391079,1600943533.722893,516464377.78652394,1557982923.2992737,572280203.1746702,1454011944.9616325,814488522.6216253,1418525728.0502622,799976321958.0876,3469015389221.432 
October,3759415976.252621,1458785539.0733228,1409142011.1047378,587493648.6572347,1515086044.1632535,625336729.8855774,1541026175.9431138,606788662.685213,1597201219.198507,550231264.6221608,2873761889.5137706,1243794930.4762928,1533074136.0491753,644957936.5240191,1534737095.7636197,629008420.7970222,1696698893.3311977,621545256.0064474,2648534973.9841433,515201016.44909096,758406579412.9207,8896725216839.7 
November,9333174453.159012,126996926.40710756,3811617549.3598742,43840433.008963205,3885526232.086331,24063992.43028717,3879624441.836277,23238270.734458946,3999390877.8265567,18806785.523087002,7316198884.7145605,81850065.20729274,3865230140.358685,58636777.33002512,3859401413.41477,43449547.7102454,4093675222.0621448,38930620.89794154,6333197350.18414,18897228.484577574,793466677856.854,16561383449516.326 
December,15954324966.788162,8135351.660505552,6591017358.015434,23734309.15798163,6604790813.395765,7890954.92920487,6619973848.77435,18138263.323366165,6775333875.679157,19859957.80558819,12547517785.316725,33504768.01678948,6623176318.744661,45427160.86582473,6628850243.300149,45751839.9709895,6923395196.48009,14809357.09699883,10574950633.741354,12823280.437544843,875628072308.6665,24441508789600.406 
