Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,244116912.6776362 
 01/01  02:00:00,,,5325035.6500713,244116912.6776362 
 01/01  03:00:00,,,5325035.6500713,244116912.6776362 
 01/01  04:00:00,,,5325035.6500713,244116912.6776362 
 01/01  05:00:00,,,5325035.6500713,244116912.6776362 
 01/01  06:00:00,,,5325035.6500713,244116912.6776362 
 01/01  07:00:00,,,5325035.6500713,244116912.6776362 
 01/01  08:00:00,,,5325035.6500713,244116912.6776362 
 01/01  09:00:00,,,5325035.6500713,244116912.6776362 
 01/01  10:00:00,,,5325035.6500713,244116912.6776362 
 01/01  11:00:00,,,5325035.6500713,244116912.6776362 
 01/01  12:00:00,,,5325035.6500713,244116912.6776362 
 01/01  13:00:00,,,5325035.6500713,244116912.6776362 
 01/01  14:00:00,,,5325035.6500713,244116912.6776362 
 01/01  15:00:00,,,5325035.6500713,244116912.6776362 
 01/01  16:00:00,,,5325035.6500713,244116912.6776362 
 01/01  17:00:00,,,5325035.6500713,244116912.6776362 
 01/01  18:00:00,,,5325035.6500713,244116912.6776362 
 01/01  19:00:00,,,5325035.6500713,244116912.6776362 
 01/01  20:00:00,,,5325035.6500713,244116912.6776362 
 01/01  21:00:00,,,5325035.6500713,244116912.6776362 
 01/01  22:00:00,,,5325035.6500713,244116912.6776362 
 01/01  23:00:00,,,5325035.6500713,244116912.6776362 
 01/01  24:00:00,,,5325035.6500713,244116912.6776362 
 01/02  01:00:00,,,5325035.6500713,244116912.6776362 
 01/02  02:00:00,,,5325035.6500713,244116912.6776362 
 01/02  03:00:00,,,5325035.6500713,244116912.6776362 
 01/02  04:00:00,,,5325035.6500713,244116912.6776362 
 01/02  05:00:00,,,5325035.6500713,244116912.6776362 
 01/02  06:00:00,,,5325035.6500713,244116912.6776362 
 01/02  07:00:00,,,5325035.6500713,244116912.6776362 
 01/02  08:00:00,,,5325035.6500713,244116912.6776362 
 01/02  09:00:00,,,63939992.21650496,694880505.5035065 
 01/02  10:00:00,,,66179228.263375774,694880505.5035065 
 01/02  11:00:00,,,61927496.97823566,700422565.1035066 
 01/02  12:00:00,,,60505418.26414716,700422565.1035066 
 01/02  13:00:00,,,61078618.200365044,700422565.1035066 
 01/02  14:00:00,,,61795293.65284809,694880505.5035065 
 01/02  15:00:00,,,64277535.912856996,694880505.5035065 
 01/02  16:00:00,,,74692497.25221711,692109475.7035066 
 01/02  17:00:00,,,90763351.06391935,692109475.7035066 
 01/02  18:00:00,,,97175185.350408,282837516.05918676 
 01/02  19:00:00,,,97175185.350408,282837516.05918676 
 01/02  20:00:00,,,97175185.350408,282837516.05918676 
 01/02  21:00:00,,,92404048.7572838,282837516.05918676 
 01/02  22:00:00,,,7472823.824895913,244116912.6776362 
 01/02  23:00:00,,,5325035.6500713,244116912.6776362 
 01/02  24:00:00,,,5325035.6500713,244116912.6776362 
 01/03  01:00:00,,,5325035.6500713,244116912.6776362 
 01/03  02:00:00,,,5325035.6500713,244116912.6776362 
 01/03  03:00:00,,,5325035.6500713,244116912.6776362 
 01/03  04:00:00,,,5325035.6500713,244116912.6776362 
 01/03  05:00:00,,,5325035.6500713,244116912.6776362 
 01/03  06:00:00,,,5325035.6500713,244116912.6776362 
 01/03  07:00:00,,,5325035.6500713,244116912.6776362 
 01/03  08:00:00,,,5325035.6500713,244116912.6776362 
 01/03  09:00:00,,,63670697.41965693,694880505.5035065 
 01/03  10:00:00,,,65283181.99478912,694880505.5035065 
 01/03  11:00:00,,,61653027.227119796,700422565.1035066 
 01/03  12:00:00,,,59849748.60243855,700422565.1035066 
 01/03  13:00:00,,,59900442.20492633,700422565.1035066 
 01/03  14:00:00,,,61279482.576618455,694880505.5035065 
 01/03  15:00:00,,,63656549.81979142,694880505.5035065 
 01/03  16:00:00,,,78075048.4762905,692109475.7035066 
 01/03  17:00:00,,,90930056.48679063,692109475.7035066 
 01/03  18:00:00,,,97175185.350408,282837516.05918676 
 01/03  19:00:00,,,97175185.350408,282837516.05918676 
 01/03  20:00:00,,,97175185.350408,282837516.05918676 
 01/03  21:00:00,,,92404048.7572838,282837516.05918676 
 01/03  22:00:00,,,7472823.824895913,244116912.6776362 
 01/03  23:00:00,,,5325035.6500713,244116912.6776362 
 01/03  24:00:00,,,5325035.6500713,244116912.6776362 
 01/04  01:00:00,,,5325035.6500713,244116912.6776362 
 01/04  02:00:00,,,5325035.6500713,244116912.6776362 
 01/04  03:00:00,,,5325035.6500713,244116912.6776362 
 01/04  04:00:00,,,5325035.6500713,244116912.6776362 
 01/04  05:00:00,,,5325035.6500713,244116912.6776362 
 01/04  06:00:00,,,5325035.6500713,244116912.6776362 
 01/04  07:00:00,,,5325035.6500713,244116912.6776362 
 01/04  08:00:00,,,5325035.6500713,244116912.6776362 
 01/04  09:00:00,,,55927627.32447365,694880505.5035065 
 01/04  10:00:00,,,63591322.83477333,694880505.5035065 
 01/04  11:00:00,,,62332194.33045179,700422565.1035066 
 01/04  12:00:00,,,60414909.025298506,700422565.1035066 
 01/04  13:00:00,,,60418518.38047539,700422565.1035066 
 01/04  14:00:00,,,61002343.633940406,694880505.5035065 
 01/04  15:00:00,,,62482587.39645832,694880505.5035065 
 01/04  16:00:00,,,68731011.28518587,692109475.7035066 
 01/04  17:00:00,,,89271945.37521508,692109475.7035066 
 01/04  18:00:00,,,97175185.350408,282837516.05918676 
 01/04  19:00:00,,,97175185.350408,282837516.05918676 
 01/04  20:00:00,,,97175185.350408,282837516.05918676 
 01/04  21:00:00,,,92404048.7572838,282837516.05918676 
 01/04  22:00:00,,,7472823.824895913,244116912.6776362 
 01/04  23:00:00,,,5325035.6500713,244116912.6776362 
 01/04  24:00:00,,,5325035.6500713,244116912.6776362 
 01/05  01:00:00,,,5325035.6500713,244116912.6776362 
 01/05  02:00:00,,,5325035.6500713,244116912.6776362 
 01/05  03:00:00,,,5325035.6500713,244116912.6776362 
 01/05  04:00:00,,,5325035.6500713,244116912.6776362 
 01/05  05:00:00,,,5325035.6500713,244116912.6776362 
 01/05  06:00:00,,,5325035.6500713,244116912.6776362 
 01/05  07:00:00,,,5325035.6500713,244116912.6776362 
 01/05  08:00:00,,,5325035.6500713,244116912.6776362 
 01/05  09:00:00,,,59084830.46136726,694880505.5035065 
 01/05  10:00:00,,,62094733.05983812,694880505.5035065 
 01/05  11:00:00,,,61255075.606526315,700422565.1035066 
 01/05  12:00:00,,,60617783.37899059,700422565.1035066 
 01/05  13:00:00,,,61284440.06144653,700422565.1035066 
 01/05  14:00:00,,,61723171.94707686,694880505.5035065 
 01/05  15:00:00,,,62072999.370677724,694880505.5035065 
 01/05  16:00:00,,,64730367.351927094,692109475.7035066 
 01/05  17:00:00,,,84524311.02514878,692109475.7035066 
 01/05  18:00:00,,,97175185.350408,282837516.05918676 
 01/05  19:00:00,,,97175185.350408,282837516.05918676 
 01/05  20:00:00,,,97175185.350408,282837516.05918676 
 01/05  21:00:00,,,92404048.7572838,282837516.05918676 
 01/05  22:00:00,,,7472823.824895913,244116912.6776362 
 01/05  23:00:00,,,5325035.6500713,244116912.6776362 
 01/05  24:00:00,,,5325035.6500713,244116912.6776362 
 01/06  01:00:00,,,5325035.6500713,244116912.6776362 
 01/06  02:00:00,,,5325035.6500713,244116912.6776362 
 01/06  03:00:00,,,5325035.6500713,244116912.6776362 
 01/06  04:00:00,,,5325035.6500713,244116912.6776362 
 01/06  05:00:00,,,5325035.6500713,244116912.6776362 
 01/06  06:00:00,,,5325035.6500713,244116912.6776362 
