Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,23299619.483112648,13302888203.853857,9550850.972232483,6976286150.328558,10079617.630898448,5830853539.176389,10713607.066803297,5740243066.190674,11064539.25496594,5652350172.949497,19434365.37122967,10635843703.530212,10132368.679117491,5466451030.122837,10789559.526567833,5395129760.472458,12774926.285892833,5152082770.611025,18224869.48905252,4693973740.071681,100474292756.41002,114516868.4907378 
February,13974142.827074038,12445732787.556227,7969249.778114778,6593780308.848452,6192606.073481425,5478047155.786267,6338082.251516392,5422891506.6372,7102514.956254179,5333539139.057164,10835072.088616017,10087737691.658113,6291681.205611945,5193413223.296957,6771041.328982579,5134515573.028521,7411350.723274533,4918695608.421393,13934627.190730814,4468977702.153157,92492578736.00696,0.0 
March,21481187.500091404,13007613145.877998,11615019.38711168,6962383911.547359,10754135.843408184,5821825235.69574,10303671.194820441,5748965733.028294,10370638.383287936,5658229765.42605,19006975.78918994,10700798360.113186,10979187.78355518,5497787535.130674,10638575.406633828,5431918044.809313,12143482.447403217,5164498058.099511,15501841.66924083,4651545650.027273,102594739733.45828,3384741.826284564 
April,13761165.227249054,14213553363.105522,7906049.148966614,7440740089.2943945,4874660.48304216,6172581181.762388,5935340.908999603,6109448437.287674,6584878.710900933,6014229300.441005,13949920.167975653,11375465426.617863,7067443.38194384,5874087834.589728,6585107.907650192,5828221174.358004,7946300.932217184,5619597894.467673,10750516.764185034,5342037381.300969,106099276366.789,0.0 
May,6935463.754723846,15146568156.171322,8321649.4547028225,7918006348.7600975,4252727.2128418535,6612255744.614942,4105554.842598161,6528041907.030786,4007362.717721462,6446459306.349508,5762348.185296826,12151363522.160826,3404505.1767573534,6295450012.06967,3501066.8848589896,6240660206.418925,4783942.658939678,6083621120.080653,5869774.565306526,5964262466.215998,120161959860.92563,0.0 
June,5407020.0514593255,16554902802.778543,6174265.42208559,8442402549.39653,2436605.6081384546,7171796854.414332,2404445.263908909,7077659972.914022,3289115.9406677294,7000699971.310062,5357405.184744669,13209329383.245516,2255509.0161747094,6836327849.410835,2563871.253635563,6789156745.830762,4360371.651850976,6670305151.583923,4203089.994120312,6922481584.5351715,125663148865.04494,0.0 
July,3902971.497356452,18231284341.506042,6769838.341390515,9119973670.60029,1826386.7890607065,7708303613.088612,1940692.557484084,7601140470.877338,2395486.3170928163,7508754676.564332,4054496.4875309234,14190433535.536755,2325526.5670961705,7342616689.277763,2367564.615717097,7287627902.33118,2388165.7859368743,7201164948.435069,2569599.683975438,7722977128.155698,136794316521.51573,0.0 
August,2684152.715407269,19103890835.474323,6749719.620887391,9408392264.806257,2714151.1469496456,8099675043.578219,2591307.821014096,7996209027.734802,2245819.827440654,7908004263.144327,4564792.76095568,14996564022.203016,2695206.7570642494,7755614104.1750555,3088970.103438095,7692899364.284057,2559808.857333433,7626439236.369098,2782590.5894699986,8317138725.827739,137460478136.20212,0.0 
September,3600873.138292444,18327234413.736156,6663494.85144913,9072294228.544363,2124044.4825405427,7724932106.376433,2235547.9520850424,7618154515.919406,2013416.3827437412,7530145245.747025,6548889.351994919,14252779919.104103,3172026.1581952884,7371314429.785344,3428719.586096077,7314485174.789354,3233661.3890720434,7250240415.814164,1989851.1919514523,7895462135.608831,130659562710.108,0.0 
October,5119470.424483583,18428859584.201,7068718.36940596,9160728673.03975,2833317.5468146023,7747717108.943148,2973677.67787567,7645132938.482885,3108634.4362095515,7551013613.635652,8207854.1513384795,14327131024.890182,3892577.8113752194,7397959670.239401,3474641.34821077,7344810852.809942,4400595.449853998,7267841271.994031,4083907.9754514443,7780472647.426541,124319375937.45326,0.0 
November,5424280.502928781,16156866451.994684,5955040.2143262345,8247911855.743788,3577925.532688862,6933747984.482,3707595.3103782213,6849912722.9501095,3612307.831076983,6780432387.816708,6586758.962605883,12814219132.02793,3295220.850432501,6627836163.600038,2827187.162479282,6589127615.815413,2672169.9523262475,6458543191.48281,2614128.907854099,6540912530.898697,108898477257.01703,0.0 
December,9034135.798688728,14324064216.719181,5624587.152937693,7535994618.018364,4001131.8234835616,6198582771.628881,4137032.4910015333,6132821037.021707,3900010.5568098566,6052509370.497218,9207249.216733126,11436742206.895405,4968351.66826208,5892052660.410455,4642881.6511987755,5827811080.997541,4483518.458506417,5656327880.370995,10733325.196559144,5234636714.522264,101159655888.8876,0.0 
