Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,29870387.17565667 
 01/01  02:00:00,,,5325035.6500713,29870387.17565667 
 01/01  03:00:00,,,5325035.6500713,29870387.17565667 
 01/01  04:00:00,,,5325035.6500713,29870387.17565667 
 01/01  05:00:00,,,5325035.6500713,29870387.17565667 
 01/01  06:00:00,,,5325035.6500713,29870387.17565667 
 01/01  07:00:00,,,5325035.6500713,29870387.17565667 
 01/01  08:00:00,,,5325035.6500713,29870387.17565667 
 01/01  09:00:00,,,5325035.6500713,29870387.17565667 
 01/01  10:00:00,,,5325035.6500713,29870387.17565667 
 01/01  11:00:00,,,5325035.6500713,29870387.17565667 
 01/01  12:00:00,,,5325035.6500713,29870387.17565667 
 01/01  13:00:00,,,5325035.6500713,29870387.17565667 
 01/01  14:00:00,,,5325035.6500713,29870387.17565667 
 01/01  15:00:00,,,5325035.6500713,29870387.17565667 
 01/01  16:00:00,,,5325035.6500713,29870387.17565667 
 01/01  17:00:00,,,5325035.6500713,29870387.17565667 
 01/01  18:00:00,,,5325035.6500713,29870387.17565667 
 01/01  19:00:00,,,5325035.6500713,29870387.17565667 
 01/01  20:00:00,,,5325035.6500713,29870387.17565667 
 01/01  21:00:00,,,5325035.6500713,29870387.17565667 
 01/01  22:00:00,,,5325035.6500713,29870387.17565667 
 01/01  23:00:00,,,5325035.6500713,29870387.17565667 
 01/01  24:00:00,,,5325035.6500713,29870387.17565667 
 01/02  01:00:00,,,5325035.6500713,29870387.17565667 
 01/02  02:00:00,,,5325035.6500713,29870387.17565667 
 01/02  03:00:00,,,5325035.6500713,29870387.17565667 
 01/02  04:00:00,,,5325035.6500713,29870387.17565667 
 01/02  05:00:00,,,5325035.6500713,29870387.17565667 
 01/02  06:00:00,,,5325035.6500713,29870387.17565667 
 01/02  07:00:00,,,5325035.6500713,29870387.17565667 
 01/02  08:00:00,,,5325035.6500713,29870387.17565667 
 01/02  09:00:00,,,71326086.62017076,85026271.05576959 
 01/02  10:00:00,,,72370358.98946564,85026271.05576959 
 01/02  11:00:00,,,71011259.53835721,85704403.05576959 
 01/02  12:00:00,,,71430581.08007498,85704403.05576959 
 01/02  13:00:00,,,70830215.22235681,85704403.05576959 
 01/02  14:00:00,,,69332381.35044684,85026271.05576959 
 01/02  15:00:00,,,71793619.16772133,85026271.05576959 
 01/02  16:00:00,,,82005760.8236199,84687205.05576959 
 01/02  17:00:00,,,105605632.68717399,84687205.05576959 
 01/02  18:00:00,,,107990888.14799999,34608278.91528353 
 01/02  19:00:00,,,107990888.14799999,34608278.91528353 
 01/02  20:00:00,,,107990888.14799999,34608278.91528353 
 01/02  21:00:00,,,102666076.0548758,34608278.91528353 
 01/02  22:00:00,,,7806126.757767913,29870387.17565667 
 01/02  23:00:00,,,5325035.6500713,29870387.17565667 
 01/02  24:00:00,,,5325035.6500713,29870387.17565667 
 01/03  01:00:00,,,5325035.6500713,29870387.17565667 
 01/03  02:00:00,,,5325035.6500713,29870387.17565667 
 01/03  03:00:00,,,5325035.6500713,29870387.17565667 
 01/03  04:00:00,,,5325035.6500713,29870387.17565667 
 01/03  05:00:00,,,5325035.6500713,29870387.17565667 
 01/03  06:00:00,,,5325035.6500713,29870387.17565667 
 01/03  07:00:00,,,5325035.6500713,29870387.17565667 
 01/03  08:00:00,,,5325035.6500713,29870387.17565667 
 01/03  09:00:00,,,74645831.08363408,85026271.05576959 
 01/03  10:00:00,,,73464668.04456878,85026271.05576959 
 01/03  11:00:00,,,68589992.43574701,85704403.05576959 
 01/03  12:00:00,,,68730110.23072538,85704403.05576959 
 01/03  13:00:00,,,67510218.91647619,85704403.05576959 
 01/03  14:00:00,,,67911428.85934006,85026271.05576959 
 01/03  15:00:00,,,70030389.50239645,85026271.05576959 
 01/03  16:00:00,,,78625996.10067901,84687205.05576959 
 01/03  17:00:00,,,104224302.17352383,84687205.05576959 
 01/03  18:00:00,,,107990888.14799999,34608278.91528353 
 01/03  19:00:00,,,107990888.14799999,34608278.91528353 
 01/03  20:00:00,,,107990888.14799999,34608278.91528353 
 01/03  21:00:00,,,102666076.0548758,34608278.91528353 
 01/03  22:00:00,,,7806126.757767913,29870387.17565667 
 01/03  23:00:00,,,5325035.6500713,29870387.17565667 
 01/03  24:00:00,,,5325035.6500713,29870387.17565667 
 01/04  01:00:00,,,5325035.6500713,29870387.17565667 
 01/04  02:00:00,,,5325035.6500713,29870387.17565667 
 01/04  03:00:00,,,5325035.6500713,29870387.17565667 
 01/04  04:00:00,,,5325035.6500713,29870387.17565667 
 01/04  05:00:00,,,5325035.6500713,29870387.17565667 
 01/04  06:00:00,,,5325035.6500713,29870387.17565667 
 01/04  07:00:00,,,5325035.6500713,29870387.17565667 
 01/04  08:00:00,,,5325035.6500713,29870387.17565667 
 01/04  09:00:00,,,71956636.48434803,85026271.05576959 
 01/04  10:00:00,,,72759609.86112677,85026271.05576959 
 01/04  11:00:00,,,69537013.13941817,85704403.05576959 
 01/04  12:00:00,,,67717836.51786467,85704403.05576959 
 01/04  13:00:00,,,68774249.05732922,85704403.05576959 
 01/04  14:00:00,,,69345574.0488512,85026271.05576959 
 01/04  15:00:00,,,71106210.11963521,85026271.05576959 
 01/04  16:00:00,,,78486278.14333262,84687205.05576959 
 01/04  17:00:00,,,103687911.45559026,84687205.05576959 
 01/04  18:00:00,,,107990888.14799999,34608278.91528353 
 01/04  19:00:00,,,107990888.14799999,34608278.91528353 
 01/04  20:00:00,,,107990888.14799999,34608278.91528353 
 01/04  21:00:00,,,102666076.0548758,34608278.91528353 
 01/04  22:00:00,,,7806126.757767913,29870387.17565667 
 01/04  23:00:00,,,5325035.6500713,29870387.17565667 
 01/04  24:00:00,,,5325035.6500713,29870387.17565667 
 01/05  01:00:00,,,5325035.6500713,29870387.17565667 
 01/05  02:00:00,,,5325035.6500713,29870387.17565667 
 01/05  03:00:00,,,5325035.6500713,29870387.17565667 
 01/05  04:00:00,,,5325035.6500713,29870387.17565667 
 01/05  05:00:00,,,5325035.6500713,29870387.17565667 
 01/05  06:00:00,,,5325035.6500713,29870387.17565667 
 01/05  07:00:00,,,5325035.6500713,29870387.17565667 
 01/05  08:00:00,,,5325035.6500713,29870387.17565667 
 01/05  09:00:00,,,72257006.16652252,85026271.05576959 
 01/05  10:00:00,,,74490068.23174709,85026271.05576959 
 01/05  11:00:00,,,73370814.32938412,85704403.05576959 
 01/05  12:00:00,,,73229470.66125499,85704403.05576959 
 01/05  13:00:00,,,73334603.67071071,85704403.05576959 
 01/05  14:00:00,,,73845437.12585677,85026271.05576959 
 01/05  15:00:00,,,76122551.98374034,85026271.05576959 
 01/05  16:00:00,,,80975884.93349232,84687205.05576959 
 01/05  17:00:00,,,103937125.15633991,84687205.05576959 
 01/05  18:00:00,,,107990888.14799999,34608278.91528353 
 01/05  19:00:00,,,107990888.14799999,34608278.91528353 
 01/05  20:00:00,,,107990888.14799999,34608278.91528353 
 01/05  21:00:00,,,102666076.0548758,34608278.91528353 
 01/05  22:00:00,,,7806126.757767913,29870387.17565667 
 01/05  23:00:00,,,5325035.6500713,29870387.17565667 
 01/05  24:00:00,,,5325035.6500713,29870387.17565667 
