Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,4660388454.299818,2732641323.9156547,923174709.9885403,1154354515.5983422,1564753984.413282,993096529.5322968,1833481013.4964433,947859459.0104637,1944163686.872868,903797392.6098914,3956215227.6506987,1533725882.0169742,2137260861.19627,771537113.8116885,2188184617.313364,753229572.5884097,2547500852.5667176,669032530.2705376,5991232827.020093,183594635.53469145,102256226771.42648,60939020535.50476 
February,4713424131.067183,2311784528.1205506,1022832602.7029171,985414773.4136932,1638355992.9627695,854899341.945943,1866721592.4332187,826570223.506695,1969990609.104857,786877437.0552566,3895877361.249528,1338132402.3813088,2120568843.7571604,671567658.0733725,2181778690.504658,654715925.7486689,2497484616.060423,571871766.501833,5825458067.758715,120989545.79362874,92124846060.50226,62447259270.74532 
March,2114966417.621323,4614737502.19952,284205207.08328795,2555806093.373931,579326708.8953443,2023317945.2688603,686889289.9313284,1941362229.1379182,740639705.8337051,1862389644.6186478,1553748398.6288505,3368883342.0792127,833677936.9981297,1651155995.2369745,873319546.1794876,1588693145.5570672,1074129558.8319678,1398708975.2499974,3436224183.176648,761025825.2430544,101806123571.38104,26387512676.98807 
April,104818156.0090423,6511615541.680047,30213440.220205747,3987242422.909889,30875875.84869474,2857208324.294871,31563627.04076478,2774961033.094243,32471484.414924342,2683811917.3837023,61255539.75194648,4809691106.450856,35065323.85362636,2375879540.555426,38791387.162741095,2260685394.514232,68248150.8906747,1950611690.7543764,885802401.4548266,1205899001.973995,96822792817.30649,1771873564.6413136 
May,47492881.21972051,11570084070.234858,10093465.829259254,6727627759.067178,9321169.791042294,5208746095.963459,10473458.323690213,5094261813.985966,11966032.370412393,4995301087.934273,29022938.499714,9130124656.444944,17178008.428690635,4666905609.756482,19935058.686698664,4542363445.059148,29861010.143747814,4129119322.441575,48667871.15413121,3113860858.052878,108890809698.35023,18772600.48347768 
June,8750931.648823986,15417372384.97218,8971701.838810982,8342927764.244735,3654274.8086770345,6809030442.729365,3847633.0035766885,6694017898.91338,3200107.1743669715,6608438609.869841,11390286.84759441,12223339432.171913,5144982.699094471,6284475632.801462,6027375.510803145,6207809446.581381,7196411.676516104,6006978076.596134,19512615.85800118,5336799130.916542,121757554820.06291,0.0 
July,7016645.191075764,19031018737.062717,6476057.519373971,9867140619.3873,4526612.640597992,8079800808.552789,4163987.669787815,7965826201.076218,4405668.435177739,7883490642.776785,8507589.133040603,14627608472.39014,4489455.315937942,7548294836.276655,4290061.923648471,7481215658.617983,4455924.5269416105,7330065946.049273,6700620.867112484,7066425709.063574,139673836919.46472,0.0 
August,9489217.76393638,18339856819.373245,7212594.55139344,9590047812.819523,3980338.5326944734,7975549898.435926,5115982.406102074,7873122486.534471,4564798.679726655,7788863337.329776,7887503.0419259565,14466004814.749838,5575665.211764942,7454013086.58002,4802991.813713024,7394380016.415686,6019049.695937369,7224377873.548455,8045598.230544915,6928022107.888934,136243693127.11328,0.0 
September,18614119.697281945,14702787595.11718,8103389.070265604,7936236382.963842,6312231.016852777,6308850787.651787,6709433.109454785,6193837728.587988,7789424.330925404,6099114353.092891,16531338.320544807,11239426331.944927,9731812.806841485,5777498665.824804,9993165.313767463,5704119174.191859,13655188.218742415,5490352888.874216,20543818.283022467,4847255969.675156,116228117610.3104,0.0 
October,43318871.704849236,10381048267.020634,17981406.611383203,5928122782.773914,16318467.690388983,4403734167.447569,17863037.806059718,4281505804.104404,19407127.496485174,4184120178.5458,42877894.47885911,7583944453.139773,23630859.348606642,3853930739.392735,23858814.926479958,3744822853.40861,27954844.985845525,3423748698.212316,139622562.1219919,2656321168.2796316,106126087280.61101,148278838.64922082 
