Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,42982843.8243366 
 01/01  02:00:00,,,5325035.6500713,42982843.8243366 
 01/01  03:00:00,,,5325035.6500713,42982843.8243366 
 01/01  04:00:00,,,5325035.6500713,42982843.8243366 
 01/01  05:00:00,,,5325035.6500713,42982843.8243366 
 01/01  06:00:00,,,5325035.6500713,42982843.8243366 
 01/01  07:00:00,,,5325035.6500713,42982843.8243366 
 01/01  08:00:00,,,5325035.6500713,42982843.8243366 
 01/01  09:00:00,,,5325035.6500713,42982843.8243366 
 01/01  10:00:00,,,5325035.6500713,42982843.8243366 
 01/01  11:00:00,,,5325035.6500713,42982843.8243366 
 01/01  12:00:00,,,5325035.6500713,42982843.8243366 
 01/01  13:00:00,,,5325035.6500713,42982843.8243366 
 01/01  14:00:00,,,5325035.6500713,42982843.8243366 
 01/01  15:00:00,,,5325035.6500713,42982843.8243366 
 01/01  16:00:00,,,5325035.6500713,42982843.8243366 
 01/01  17:00:00,,,5325035.6500713,42982843.8243366 
 01/01  18:00:00,,,5325035.6500713,42982843.8243366 
 01/01  19:00:00,,,5325035.6500713,42982843.8243366 
 01/01  20:00:00,,,5325035.6500713,42982843.8243366 
 01/01  21:00:00,,,5325035.6500713,42982843.8243366 
 01/01  22:00:00,,,5325035.6500713,42982843.8243366 
 01/01  23:00:00,,,5325035.6500713,42982843.8243366 
 01/01  24:00:00,,,5325035.6500713,42982843.8243366 
 01/02  01:00:00,,,5325035.6500713,42982843.8243366 
 01/02  02:00:00,,,5325035.6500713,42982843.8243366 
 01/02  03:00:00,,,5325035.6500713,42982843.8243366 
 01/02  04:00:00,,,5325035.6500713,42982843.8243366 
 01/02  05:00:00,,,5325035.6500713,42982843.8243366 
 01/02  06:00:00,,,5325035.6500713,42982843.8243366 
 01/02  07:00:00,,,5325035.6500713,42982843.8243366 
 01/02  08:00:00,,,5325035.6500713,42982843.8243366 
 01/02  09:00:00,,,77092195.19177793,122350954.023733 
 01/02  10:00:00,,,80019811.91780712,122350954.023733 
 01/02  11:00:00,,,74886850.08156282,123326770.023733 
 01/02  12:00:00,,,73167177.87353615,123326770.023733 
 01/02  13:00:00,,,73860329.3778735,123326770.023733 
 01/02  14:00:00,,,74726981.02352448,122350954.023733 
 01/02  15:00:00,,,77728673.5359271,122350954.023733 
 01/02  16:00:00,,,90323137.81243493,121863046.023733 
 01/02  17:00:00,,,109757083.61687496,121863046.023733 
 01/02  18:00:00,,,117510700.287816,49800566.42979635 
 01/02  19:00:00,,,117510700.287816,49800566.42979635 
 01/02  20:00:00,,,117510700.287816,49800566.42979635 
 01/02  21:00:00,,,111698551.69469184,49800566.42979635 
 01/02  22:00:00,,,8099494.777023913,42982843.8243366 
 01/02  23:00:00,,,5325035.6500713,42982843.8243366 
 01/02  24:00:00,,,5325035.6500713,42982843.8243366 
 01/03  01:00:00,,,5325035.6500713,42982843.8243366 
 01/03  02:00:00,,,5325035.6500713,42982843.8243366 
 01/03  03:00:00,,,5325035.6500713,42982843.8243366 
 01/03  04:00:00,,,5325035.6500713,42982843.8243366 
 01/03  05:00:00,,,5325035.6500713,42982843.8243366 
 01/03  06:00:00,,,5325035.6500713,42982843.8243366 
 01/03  07:00:00,,,5325035.6500713,42982843.8243366 
 01/03  08:00:00,,,5325035.6500713,42982843.8243366 
 01/03  09:00:00,,,76766546.00420637,122350954.023733 
 01/03  10:00:00,,,78936253.14575833,122350954.023733 
 01/03  11:00:00,,,74554942.99494246,123326770.023733 
 01/03  12:00:00,,,72374298.48949358,123326770.023733 
 01/03  13:00:00,,,72435600.56683946,123326770.023733 
 01/03  14:00:00,,,74103227.94741365,122350954.023733 
 01/03  15:00:00,,,76977735.83097705,122350954.023733 
 01/03  16:00:00,,,94413543.83190334,121863046.023733 
 01/03  17:00:00,,,109958674.90700464,121863046.023733 
 01/03  18:00:00,,,117510700.287816,49800566.42979635 
 01/03  19:00:00,,,117510700.287816,49800566.42979635 
 01/03  20:00:00,,,117510700.287816,49800566.42979635 
 01/03  21:00:00,,,111698551.69469184,49800566.42979635 
 01/03  22:00:00,,,8099494.777023913,42982843.8243366 
 01/03  23:00:00,,,5325035.6500713,42982843.8243366 
 01/03  24:00:00,,,5325035.6500713,42982843.8243366 
 01/04  01:00:00,,,5325035.6500713,42982843.8243366 
 01/04  02:00:00,,,5325035.6500713,42982843.8243366 
 01/04  03:00:00,,,5325035.6500713,42982843.8243366 
 01/04  04:00:00,,,5325035.6500713,42982843.8243366 
 01/04  05:00:00,,,5325035.6500713,42982843.8243366 
 01/04  06:00:00,,,5325035.6500713,42982843.8243366 
 01/04  07:00:00,,,5325035.6500713,42982843.8243366 
 01/04  08:00:00,,,5325035.6500713,42982843.8243366 
 01/04  09:00:00,,,67403110.41124493,122350954.023733 
 01/04  10:00:00,,,76890344.47097772,122350954.023733 
 01/04  11:00:00,,,75376237.04894608,123326770.023733 
 01/04  12:00:00,,,73057728.07931894,123326770.023733 
 01/04  13:00:00,,,73062092.75176996,123326770.023733 
 01/04  14:00:00,,,73768093.09674485,122350954.023733 
 01/04  15:00:00,,,75558102.35170966,122350954.023733 
 01/04  16:00:00,,,83114112.29613946,121863046.023733 
 01/04  17:00:00,,,107953576.61803663,121863046.023733 
