Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,8626626382.116035,478239354.3435162,3027113030.907913,306996982.8674777,3801646215.0025992,234787752.58920595,3879764971.3823433,227313516.5244362,3996824044.342739,204226323.4482628,7585947720.715506,357988528.2201148,4048440797.946903,195109034.85249195,4070303553.834645,187306288.17018867,4432632490.107576,145043527.77203256,8059957581.999167,11247352.437436493,73942393422.83151,262418459317.74335 
February,8644938817.312943,313766326.2512516,3058004098.0975966,231484915.1092851,3789479027.7905045,167694983.35074383,3862589458.9495945,161210553.39723262,3968309515.788181,140255882.70906574,7507463262.8038225,256676528.00606436,4003031171.3456974,129006417.81119199,4034939199.6205554,130943994.42146946,4361485487.453083,90779461.1860182,7869217610.251129,660454.5347801658,66562063165.095436,263068967929.3209 
March,5103452630.116983,2403454288.429932,1538307011.3171942,1147435432.3668394,1940077509.427038,1047312979.6100261,2033469713.3757749,1000369549.2324022,2126054389.365482,953970192.9787643,4064728669.8048787,1853316372.9916027,2182202164.9188857,939991504.5902812,2190331465.5037265,915137531.613253,2457440666.970141,816737048.2252724,5202113426.639254,488933338.4463788,72538805354.11478,166531960998.33356 
April,1832826789.6313267,4183558247.0429635,322580158.19368005,1902611604.300007,522626674.3693284,1704126282.897695,611004510.8937409,1650935829.163352,660786676.2658049,1583928456.6412146,1331513026.2283695,3045130663.570623,707538959.8654217,1530060139.2981973,722991646.669978,1494932376.8950107,890411347.7867897,1368003640.8440752,2359162210.9903445,950256557.3282279,67647173086.89481,75786411696.90222 
May,206281292.71256435,7511115802.184464,28944550.98027219,3499504374.847149,33086274.519111324,3142446649.416445,48098015.894045696,3052108644.198823,55252665.619390205,2979934932.8759584,109749099.6926916,5491873883.999775,59595009.51209645,2804026721.3650727,62384953.48166162,2726751794.365232,92693386.86136487,2509208464.753193,430998326.78002095,2167774949.885667,72336914793.77216,10122239054.189138 
June,32406364.307966262,10094070836.87326,13295177.929081805,5255412668.743681,13239223.84552461,4401009293.866375,13025695.5038048,4348590667.043454,13903461.892874029,4278307788.676135,26768473.24305297,8012515235.310386,14433725.33289668,4135985617.1183596,15067733.215459082,4058603663.371459,17767515.80948467,3815539510.1416583,23416696.04094005,3570623263.4687557,79521514447.3995,0.0 
July,13048895.520131871,13186659101.32337,6027093.983728816,6818133323.317633,4461602.534513116,5630032120.673619,4573164.432749633,5561598654.464218,5377471.157477412,5470556660.348614,8216283.999366272,10371136919.028269,4534033.229237466,5366733088.246348,5220364.759094481,5313636628.158494,7648977.877169735,5137902083.381677,12467660.050937109,5036272259.66864,93504083964.60399,0.0 
August,16192790.18718424,12326228287.364088,6261398.99151002,6412252299.672224,4790203.126917454,5357410718.565099,5191519.853607901,5302989463.744821,5592647.662045891,5224003536.672656,11322158.374965759,9881663552.73523,5449001.196075201,5103787921.902166,5692846.909605264,5048492942.423234,9963028.751422489,4882983478.968624,17081600.410334248,4784277181.618966,89026989071.67583,0.0 
September,38398365.99313368,10153512456.859919,18132772.9747987,4837330197.769439,16587241.196744757,4187594206.3527064,16562806.529518276,4103994444.1090527,17243939.850337766,4043123501.4468737,33853842.27914564,7518590003.151112,18159815.934977375,3865323617.372955,18296587.99619825,3809986366.1403666,19993381.34999424,3647371647.9837365,46873480.139674276,3505046168.7314157,76109617637.65848,1252764128.653488 
October,372433164.5094789,7399779638.6192875,48162317.732375935,3275991697.4785886,99811763.76503241,2994064144.8746815,127532546.82648508,2888322170.4822173,145146861.12714285,2808652024.622566,295692441.73243576,5237795605.414507,155771257.51756403,2675103321.6579366,162851735.7709364,2617455106.073606,203053468.5591375,2454714914.768815,695004864.6812456,2138411408.146253,72133841727.52232,30752931931.191387 
