Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,10741458204.476887,88440481.18441175,3861562907.088667,91495894.4300068,4599987760.1686,67528753.65030208,4690473296.109515,59177275.056364596,4828586645.851049,54213868.67849312,9214487183.263748,73662551.72297646,4885741483.383578,51318977.59838149,4913251812.98423,41661849.5952909,5229442091.916437,25106819.69311514,9184523245.137209,320382.63407633273,65424910365.90044,264387739980.76154 
February,10587340659.81024,44331161.58117277,3845267787.027659,58438123.62924762,4532578161.1406145,31523625.39160508,4607536444.132649,28318058.368916966,4733692834.46415,29287896.975951143,8981930436.973661,57002170.6035327,4785276699.51003,31551444.32171401,4802560139.554103,21954080.809225168,5112567306.953685,15155699.286781674,8907104076.71605,27776.54910791061,58815385951.545135,262936749057.67538 
March,6480485447.1096735,1357436207.358087,2090038150.7768764,709442785.364126,2451576973.0178366,619181760.6876442,2553927688.1885533,596623534.5924498,2674906273.398595,571471205.0125779,5176892972.322612,1080314130.545718,2739618812.8886175,560256099.5097027,2773873261.16406,541201608.430776,3087245967.3424006,467116917.9676251,6068730886.6253605,280716288.5870633,63969423491.87607,172551979644.49924 
April,2564991809.05748,2687219645.995269,595138767.6517,1231014287.426206,836188814.5993532,1115473373.538245,924704149.9734739,1072267839.6663615,973345312.6828129,1022797688.9766233,1919072580.986206,1942700693.240691,1024195068.7151616,983656178.6209749,1047637528.4027826,954390607.372812,1238257622.3842604,850055293.1770697,2874752117.078281,535573142.7129557,59521869600.96248,84744973495.81703 
May,344820622.2204271,5719027984.376042,32023791.514251232,2680296299.7224994,71803517.89426869,2419281758.048177,90404552.19329792,2338868256.091696,103286776.60350534,2265664677.753314,203782578.62312654,4172476913.538435,106124075.84207977,2124943461.8449762,112517920.12260951,2055688099.925633,152664710.63189495,1869066938.5107822,677477659.3931664,1662908159.1657188,63242065412.86779,15133872692.770355 
June,32089837.961764023,8383188862.533401,13949892.254276711,4338398730.001816,13041928.073674662,3705695905.402463,13049905.72492173,3638563711.542833,13834156.107601684,3559209609.2648597,28538633.44264513,6638505762.922194,15361223.980974399,3426140400.7388835,15788224.265075667,3339677045.4114327,17572422.849473383,3107094537.28419,24807388.119755376,2960479856.7261972,69374648953.63676,7045172.200722806 
July,16099337.59982489,11342865721.59561,5976594.395270765,5870105376.415234,5829162.684102373,4902290048.564398,6160297.836538348,4838786421.10213,6878938.146299155,4741701200.732041,11513752.47897095,8934085191.1774,6471942.4213525085,4636981947.4608755,6293232.933676009,4582438028.584085,7510506.264345456,4415231071.009439,13683836.211148854,4334581968.156652,82309612914.86859,0.0 
August,21649100.202891387,10513280477.80223,6118454.047665495,5463266185.470948,5777193.115708045,4621143894.852138,6638169.728483441,4552116143.22273,7390656.803602712,4470774173.565291,14533366.586164542,8408845039.687399,8223793.16285808,4353063667.735977,8208032.847840294,4293027282.1339393,11554353.7012083,4130543350.316496,18431122.673331395,4084105207.2070646,78117353846.867,0.0 
September,42077122.254348494,8415206901.0845785,17729423.37873395,3975174585.766227,16906146.96736489,3482759685.064313,17205253.666118823,3415394742.7317753,18512401.093426127,3337161937.8588204,34425810.789108306,6202870226.940578,18228959.122018464,3181776245.074039,18523537.54147444,3131197469.5842147,21209844.043815784,2979617628.9740505,100688210.95183405,2914262249.7650394,66701487251.74781,3380133752.1845913 
October,661471382.8182642,5424537789.043351,115674529.45977218,2433645295.11896,196016490.66207242,2209557712.103967,243136082.42496368,2121366996.6437204,267746402.26063153,2044239516.7007194,535268878.2030623,3789536511.579466,277495199.02615494,1936745019.0558577,283900843.88793176,1885217211.7611144,365717290.4100009,1744775079.030499,994231659.9590502,1475975120.4766295,63418332176.96393,39014138013.37224 
November,3778415243.912433,1537984830.5135798,1208342717.067346,677696212.5053626,1578220997.727617,564668095.5404044,1694165624.3522663,542684369.1143514,1806395275.0797186,509909190.3320823,3450930107.3331347,908686533.1276621,1830001227.609335,467256888.5222647,1857731951.6045454,453284948.8492582,2048990137.9569128,406213119.89295,3872060194.165231,234548846.1839249,61898127719.880425,133094139386.76999 
December,9172575486.848904,458806929.2053983,3379398106.2020626,271400358.46382594,3977773729.253246,213345838.04532823,4060304629.4568624,201962023.2462206,4182890745.2655816,181186300.16991314,8089090727.446565,306913739.55888397,4243115721.4396133,164439649.72416493,4263513170.1349106,155612259.6467746,4561490911.233838,127624335.69938765,7916226394.766916,58807110.32925976,65126477446.35853,234587781532.5873 
