Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,7163055030.150028,1265959718.4161754,2186997784.6431503,659514994.9097229,2974136041.9077935,503599472.4808704,3186476421.543946,481449617.75519645,3284834516.5164533,442470893.2526961,6307491580.010259,752379976.9443247,3375561285.812902,407301672.31566024,3403502460.199641,383009520.45158345,3815284825.185039,327267665.8876813,7470383045.866034,38611156.61798387,90916677190.78725,311372763267.28705 
February,7161872251.481865,969020724.426624,2257541178.0077605,497735163.00946695,3007719398.945423,372601269.1719658,3170748850.828438,356891083.5829415,3296456020.8733563,332433834.5643567,6290819140.423858,570338018.6601257,3364045249.292066,311455181.7392697,3405972715.53788,294885333.18471575,3739304441.5217204,240350598.274545,7312524853.890318,16581627.446728298,81944021757.96016,311727826283.088 
March,4014781586.86398,3858670636.440172,959149193.7857696,1864637147.0846958,1413775223.9271166,1623619012.4029472,1542850257.0788288,1564422939.9096794,1649480795.3288546,1514679258.649953,3175056045.4630156,2845558445.2652426,1705395382.2482624,1447077149.0969543,1739494156.8006854,1419330361.2188566,1990164733.0364008,1282222030.8831995,4695156635.17703,750704440.0652933,89766307741.70374,199858926209.24185 
April,1291589211.306824,6152671019.437292,139109002.04850933,3005922988.9708395,287887878.6575903,2538192809.0559945,385080122.7756531,2438026162.3642497,441310069.2090421,2359959923.9719315,923790956.8170081,4471194224.634903,494796991.7866111,2262315128.776895,515527283.1543036,2203498413.8390226,649194043.386784,2032458164.7787936,2115031745.135078,1381808160.4043489,84239059243.69377,94536017340.94449 
May,154247466.82987744,10381237808.717966,34146988.06045614,5154568814.2377405,37362897.97443477,4404033801.293058,40357020.40825731,4269148191.2112417,47139910.81959052,4182108209.1179223,92518407.32871105,7728362223.683662,49886104.03060735,3944136484.99672,51930621.71450355,3856722306.1877747,77305080.88405031,3605611105.19156,405286982.70243543,3003053230.5678244,91995557733.45479,15164393157.778006 
June,30114230.84316975,13261499705.666107,9445659.78383321,6995426315.271902,8612457.7522621,5797227070.06634,9862399.5086561,5703606561.176143,10933917.075013073,5627483813.832573,25310275.37799459,10518338779.318712,12779791.55977177,5417289741.421361,13789895.668407861,5346931461.713952,17743095.82878422,5117409002.222569,24128160.52228055,4676117418.443196,103537410615.34302,23273994.525960933 
July,7568426.105229475,16588118671.606236,6966846.5892962925,8621073981.54527,3295650.703429559,7071473671.130322,2782366.528455537,6961705768.649582,3437805.0496171503,6870298027.682609,8897938.042420669,12929376302.380857,4978775.967794884,6695601841.962511,4280292.325289443,6632285396.766213,4604913.028740979,6471712469.530381,10225659.12084594,6262028413.933633,123644159335.36101,0.0 
August,9300385.005864058,15798835721.523167,6824804.709892885,8240415251.716286,4498456.970812183,6876945081.684862,4035212.4470199663,6761887240.9908,4489930.464296123,6675866552.957293,10969532.785802793,12574368959.560287,4007014.7439595754,6510083956.121961,4393116.737834227,6443317137.5711565,5841286.864771829,6290126246.310872,15466810.00858935,6075893691.353368,116577445315.19676,0.0 
September,39715147.14994307,13219225607.41506,15875875.173334697,6544571526.8165655,16295190.701797243,5496981796.142478,18530175.67657295,5371536537.44103,20323990.58729158,5306264158.62593,36301576.998473674,9868256945.954338,18847368.2792234,5069616069.79017,19507512.487402383,5005010481.125906,23270971.38047639,4826676710.442143,58846351.09344697,4489825577.923453,97717812205.17879,3889526829.108517 
October,244138906.72673628,9872709897.610954,40004639.90657297,4679845846.8918915,72451094.0364559,4037125749.53312,93031480.71158436,3884966427.6439214,104959422.74443397,3790729620.38606,220017666.0482591,7059140870.1880455,113260101.15751745,3607910318.8015175,117204873.04100321,3538749459.2963834,150096066.24832815,3339108599.889302,636247329.2209314,2793476516.856835,90412782195.42221,43945892341.17431 
