Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,27850382.42215764,10353161113.366219,12224317.70356206,5373936686.262995,12057185.240777591,4594328524.168332,12648913.694245229,4511410288.105334,13282424.337242603,4426788558.3466835,24683948.66902931,8318603722.9925585,12762892.061874129,4304910962.768843,13316646.727257254,4245043340.7230926,16071092.73944748,4014126139.50193,22472017.60347111,3644876992.7072577,80074506124.97958,65923533.063188374 
February,19310902.8549586,9696935050.2115,7768081.425740679,5098053498.651768,7424700.643350986,4342974295.756889,7822660.154635249,4290876416.7347064,8892669.05575667,4224650115.201846,14190971.354835277,7994532122.91899,7529481.005744258,4129463861.640086,7561189.746476336,4078177265.785653,9604830.939021902,3859643265.0151105,15983248.359674325,3484333821.6763773,73714934059.8052,0.0 
March,25888781.953700144,9998270348.16231,13104021.551963134,5345560304.469512,11821293.116464533,4549140347.289849,11886988.573898882,4488405068.494307,12015715.845073648,4410644695.917159,22027958.8461685,8337462144.790872,12058744.711676873,4319399062.544374,12301569.257180523,4258241227.6076226,13820485.727065707,4012252987.740343,18475773.3456011,3583741331.1823297,81773774811.19537,0.0 
April,14629804.559258657,11147769719.805931,7718349.216869182,5889872180.808782,7118292.294579378,4938604392.494835,6576423.467071471,4894722425.083459,6507210.421118886,4799349625.43481,16022622.828330277,9117055832.646362,7916093.797367303,4752553495.197908,7565863.2630491825,4703307651.8829,8561762.202492436,4488982276.267788,13475787.735942565,4264046634.193509,85795704047.93208,0.0 
May,9179895.44481634,12033313226.813776,7399707.105197147,6334102992.065931,4421002.411764037,5342981905.245952,4629220.220732005,5272460237.332715,4611240.867554308,5181503402.360128,8533004.167564739,9805970622.245914,4546528.025708462,5121897394.64191,4511091.505688763,5069523555.358847,5471884.62756086,4889751298.281001,7378737.141804849,4820696398.981923,97416967094.61012,0.0 
June,7209462.8798712725,13454327160.278,8518126.212648094,6885378113.932672,4055832.9386176253,5896337304.980568,3954976.430561763,5821134286.028425,3986137.200088268,5747430577.718529,6832128.908853816,10870215171.649752,3870379.894850511,5680077382.868342,3705498.4770370275,5630096361.82452,3476923.37002983,5540450676.73238,4816608.693567942,5784474421.623592,102985617706.22249,0.0 
July,5179230.103403376,15072630864.851072,6829516.715211174,7527817353.442943,2579995.2490173415,6424212728.928544,2099188.8937191237,6328668207.419088,2342259.720930933,6234549879.977052,4107845.8981608283,11843543972.396418,1984858.1749037784,6173369456.840775,1632566.625225919,6120906595.338672,3339393.897086095,6038596231.315705,2580005.764561818,6596795181.755429,112708309457.26259,0.0 
August,2676476.3233496915,15898105070.306179,8360126.191937763,7799222667.806017,2834113.1635598554,6772344618.346116,3170613.1043008114,6678189884.633592,3571591.162155168,6591495489.386805,6914299.470307315,12534166326.505987,3244277.7749970336,6527959376.605503,3330118.8731424003,6479096455.00213,4013665.9831658956,6409421823.629254,2919972.3624312747,7135132486.502066,113164036754.80478,0.0 
September,3297575.083821845,15253195503.280376,7311825.398101035,7515290312.57839,2162253.341685933,6465690378.287157,2422158.387675176,6362670148.169011,2560842.9857201823,6273558288.626225,6029074.931513428,11954671077.326248,2579897.518085703,6218775790.654002,2715420.4590357556,6166812187.718656,3024961.1546500726,6106280151.158042,3333477.4532657154,6778714509.342933,107646829850.5002,0.0 
October,6127042.94941221,15250102678.57374,6483607.230918749,7562620490.430721,3800428.307959731,6448859624.4489355,2957965.3355017416,6352169325.0383625,3327202.7703155642,6266606823.889963,7112687.736320966,11952304324.877474,3418344.5690399054,6213992374.900785,2861063.9342164607,6152133957.913779,2980624.1237913542,6076503690.824044,3586504.134797156,6627915212.710961,101880699688.20924,0.0 
