Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  02:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  03:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  04:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  05:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  06:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  07:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  08:00:00,,,3879826.351551421,15318147.269567523 
 01/01  09:00:00,,,3279458.525917558,15318147.269567523 
 01/01  10:00:00,,,2713912.8421664936,15318147.269567523 
 01/01  11:00:00,,,2559616.028918627,15318147.269567523 
 01/01  12:00:00,,,2490872.375887327,15318147.269567523 
 01/01  13:00:00,,,2441620.64348238,15318147.269567523 
 01/01  14:00:00,,,2505105.856568176,15318147.269567523 
 01/01  15:00:00,,,2581110.60753724,15318147.269567523 
 01/01  16:00:00,,,2889928.6990899476,15318147.269567523 
 01/01  17:00:00,,,3623358.1119784256,15318147.269567523 
 01/01  18:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  19:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  20:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  21:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  22:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  23:00:00,,,3927569.5584000004,15318147.269567523 
 01/01  24:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  01:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  02:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  03:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  04:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  05:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  06:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  07:00:00,,,3927569.5584000004,15318147.269567523 
 01/02  08:00:00,,,7760326.26679275,15318147.269567523 
 01/02  09:00:00,,,13985260.490978833,43603215.92603569 
 01/02  10:00:00,,,13609887.242582332,43603215.92603569 
 01/02  11:00:00,,,12705248.140516803,43950975.92603569 
 01/02  12:00:00,,,12413489.813126445,43950975.92603569 
 01/02  13:00:00,,,12531089.389714148,43950975.92603569 
 01/02  14:00:00,,,12678124.873212121,43603215.92603569 
 01/02  15:00:00,,,13187389.826539304,43603215.92603569 
 01/02  16:00:00,,,15324157.41197821,43429335.92603569 
 01/02  17:00:00,,,18621306.424466267,43429335.92603569 
 01/02  18:00:00,,,19936779.350399997,17747835.34117104 
 01/02  19:00:00,,,19936779.350399997,17747835.34117104 
 01/02  20:00:00,,,19936779.350399997,17747835.34117104 
 01/02  21:00:00,,,19119617.257275812,17747835.34117104 
 01/02  22:00:00,,,3930425.206650976,15318147.269567523 
 01/02  23:00:00,,,3930425.206650976,15318147.269567523 
 01/02  24:00:00,,,3930425.206650976,15318147.269567523 
 01/03  01:00:00,,,3930425.206650976,15318147.269567523 
 01/03  02:00:00,,,3930425.206650976,15318147.269567523 
 01/03  03:00:00,,,3930425.206650976,15318147.269567523 
 01/03  04:00:00,,,3930425.206650976,15318147.269567523 
 01/03  05:00:00,,,3930425.206650976,15318147.269567523 
 01/03  06:00:00,,,3930425.206650976,15318147.269567523 
 01/03  07:00:00,,,3930425.206650976,15318147.269567523 
 01/03  08:00:00,,,7596893.848167912,15318147.269567523 
 01/03  09:00:00,,,13930011.088308694,43603215.92603569 
 01/03  10:00:00,,,13426051.454874352,43603215.92603569 
 01/03  11:00:00,,,12648937.027277099,43950975.92603569 
 01/03  12:00:00,,,12278970.477504915,43950975.92603569 
 01/03  13:00:00,,,12289370.943052074,43950975.92603569 
 01/03  14:00:00,,,12572299.383132525,43603215.92603569 
 01/03  15:00:00,,,13059986.285476098,43603215.92603569 
 01/03  16:00:00,,,16018132.701581223,43429335.92603569 
 01/03  17:00:00,,,18655508.25511177,43429335.92603569 
 01/03  18:00:00,,,19936779.350399997,17747835.34117104 
 01/03  19:00:00,,,19936779.350399997,17747835.34117104 
 01/03  20:00:00,,,19936779.350399997,17747835.34117104 
 01/03  21:00:00,,,19119617.257275812,17747835.34117104 
 01/03  22:00:00,,,3930425.206650976,15318147.269567523 
 01/03  23:00:00,,,3930425.206650976,15318147.269567523 
 01/03  24:00:00,,,3930425.206650976,15318147.269567523 
 01/04  01:00:00,,,3930425.206650976,15318147.269567523 
 01/04  02:00:00,,,3930425.206650976,15318147.269567523 
 01/04  03:00:00,,,3930425.206650976,15318147.269567523 
 01/04  04:00:00,,,3930425.206650976,15318147.269567523 
 01/04  05:00:00,,,3930425.206650976,15318147.269567523 
 01/04  06:00:00,,,3930425.206650976,15318147.269567523 
 01/04  07:00:00,,,3930425.206650976,15318147.269567523 
 01/04  08:00:00,,,7596893.848167912,15318147.269567523 
 01/04  09:00:00,,,12341417.463036006,43603215.92603569 
 01/04  10:00:00,,,13078944.087457877,43603215.92603569 
 01/04  11:00:00,,,12788277.174994385,43950975.92603569 
 01/04  12:00:00,,,12394920.641196478,43950975.92603569 
 01/04  13:00:00,,,12395661.148327999,43950975.92603569 
 01/04  14:00:00,,,12515440.649808258,43603215.92603569 
 01/04  15:00:00,,,12819132.309069924,43603215.92603569 
 01/04  16:00:00,,,14101079.422503509,43429335.92603569 
 01/04  17:00:00,,,18315324.74786426,43429335.92603569 
 01/04  18:00:00,,,19936779.350399997,17747835.34117104 
 01/04  19:00:00,,,19936779.350399997,17747835.34117104 
 01/04  20:00:00,,,19936779.350399997,17747835.34117104 
 01/04  21:00:00,,,19119617.257275812,17747835.34117104 
 01/04  22:00:00,,,3930425.206650976,15318147.269567523 
 01/04  23:00:00,,,3930425.206650976,15318147.269567523 
 01/04  24:00:00,,,3930425.206650976,15318147.269567523 
 01/05  01:00:00,,,3930425.206650976,15318147.269567523 
 01/05  02:00:00,,,3930425.206650976,15318147.269567523 
 01/05  03:00:00,,,3930425.206650976,15318147.269567523 
 01/05  04:00:00,,,3930425.206650976,15318147.269567523 
 01/05  05:00:00,,,3930425.206650976,15318147.269567523 
 01/05  06:00:00,,,3930425.206650976,15318147.269567523 
 01/05  07:00:00,,,3930425.206650976,15318147.269567523 
 01/05  08:00:00,,,7596893.848167912,15318147.269567523 
 01/05  09:00:00,,,12989159.6008839,43603215.92603569 
 01/05  10:00:00,,,12771898.826742839,43603215.92603569 
 01/05  11:00:00,,,12567291.969196713,43950975.92603569 
 01/05  12:00:00,,,12436543.008170404,43950975.92603569 
 01/05  13:00:00,,,12573316.476959454,43950975.92603569 
 01/05  14:00:00,,,12663328.147801716,43603215.92603569 
 01/05  15:00:00,,,12735099.88798312,43603215.92603569 
 01/05  16:00:00,,,13280294.207952218,43429335.92603569 
 01/05  17:00:00,,,17341284.53242922,43429335.92603569 
 01/05  18:00:00,,,19936779.350399997,17747835.34117104 
 01/05  19:00:00,,,19936779.350399997,17747835.34117104 
 01/05  20:00:00,,,19936779.350399997,17747835.34117104 
