Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9465908864.585922,287394656.0226076,3346901513.9567223,212521411.4265956,4118833306.8095903,155292268.67754462,4224885954.3282175,154639734.7878144,4335892818.330034,132841595.53383964,8209310704.369898,253859001.88918373,4370958681.414742,130083626.16465779,4393065081.8341675,119637764.34171855,4680497087.971868,83643968.02075237,8439701955.793711,7584826.862135496,69263635558.78378,270341806616.84134 
February,9426479771.75084,190383702.17754796,3385722917.905235,148782541.0305669,4138814463.008804,103708952.88082673,4214090149.366838,102845730.38304581,4300015805.724952,86002231.96056657,8094507008.027054,160518532.94968447,4333995874.98833,87648449.62013245,4342133716.727153,77933529.82170881,4632316517.933896,58687873.1590451,8258167894.013158,32539.152983781238,62312074735.830215,270478149059.98978 
March,5664155687.088744,1964675839.2586544,1758865572.5407403,961174716.7206551,2128297306.076417,859175207.8671713,2201694795.02165,833601101.1497903,2345143868.127779,793554623.3099271,4469053316.633745,1558970449.0576963,2341304592.0548244,784517494.2174575,2415264867.4356694,780699962.9494156,2675022843.224829,684652872.7527657,5479517817.123079,404159800.03848404,67834728052.67261,173796586263.97717 
April,2121635850.0496325,3595175507.0295534,430915930.54978734,1599551802.5536735,657061888.5270244,1455825720.4750135,748378423.116243,1408658797.420494,823487732.764963,1351182708.4409509,1577497497.7878275,2646846278.72767,829895712.7191724,1322631508.755082,875512295.5136687,1291779697.1958835,1011447711.6903896,1175049445.201465,2524009695.061425,793224516.0537523,63202762341.03152,82165711319.58928 
May,261007464.51481807,6744850903.889045,30675565.811132804,3093540052.2514815,50741382.77097464,2815054380.5633516,61967891.76423612,2728042772.5632105,74278438.82544915,2650047687.1664743,152410170.76491758,4968250651.233376,80887661.06856129,2505797720.9849925,83762345.32763378,2444880834.097783,119843425.5431928,2251213368.4079876,502537194.90671873,1922371694.948244,66964569091.183846,12612915450.176308 
June,35617441.38857188,9279649839.321793,15522729.872800747,4780485968.357048,13745995.811510747,4031076525.9128213,14120516.662672382,3972968634.34254,14656773.970265543,3915955500.933588,30433453.776434816,7361206937.477382,16315152.927705927,3782653110.397764,16968054.821159903,3712221512.895474,18883304.719539218,3495291576.1490674,23642167.636312243,3257370399.911505,72611861604.97385,0.0 
July,15927108.882457921,12196317258.394377,7101399.875527807,6316576300.867466,5717884.632827591,5212238278.424329,6597112.192955569,5141107684.783543,6879400.675316531,5070661587.476362,12067247.481313772,9640826844.048557,5604261.497279308,4978968747.650235,5566702.539037747,4930873307.565391,7423772.468563534,4773652854.12154,12873473.758607153,4686753667.169968,84884309356.76622,0.0 
August,22998340.02611403,11440005433.672426,5679506.496649413,5909557921.745381,5767855.512392755,4944552829.058897,6088239.898268437,4892921386.785096,7595073.889956524,4812258424.620101,15014963.209288765,9162616772.44774,7539836.60755742,4725123426.524293,7898188.2676891675,4671514427.075425,11260238.061718142,4504216958.5882845,17698187.23670154,4436278885.6725445,80984980261.72183,0.0 
September,41873743.36722804,9395253389.88327,19044191.17708899,4387892730.363064,17516878.48163264,3855117288.4854693,18689744.33208805,3772157271.686838,19885904.949889872,3720504177.998903,36880623.70223486,6972246673.010709,19357030.353810802,3555022715.042349,19542791.28316189,3512184879.7461267,21215298.318903036,3371852309.902702,57576215.28449404,3210235210.783763,69962653898.54794,2180528446.8134384 
October,496487522.541172,6586876631.974964,70936147.91869496,2885362323.679129,136630006.86579987,2656646492.6104035,170926662.40828493,2558397085.4442453,195607977.49762335,2483814665.6484647,367468208.7707427,4688624209.023787,196554918.66184008,2373857719.570135,200247240.07125267,2328750026.7285137,261113937.19364926,2185449950.8066187,789868203.2939407,1872863288.3621821,67141078198.6575,35417484001.080215 
