Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9005903068.83866,475837174.90250444,3140140400.784515,299603145.29607576,3947214872.746178,219206479.89733344,4051178036.985374,209292478.71242762,4170802485.3453407,201239078.20430407,7910796221.735803,360647048.3317967,4182655734.5468254,186859831.1800252,4237026400.854343,197970113.63257363,4519003001.117457,129002138.00060593,8281589937.3043375,9389107.590728818,73943796868.73769,271928672318.17258 
February,8920110156.038084,324245122.10257334,3169507017.6419826,210413560.48134425,3935078086.7338433,147093438.6444093,4039878738.4448147,148305617.22683352,4126130254.7672386,122570171.44001715,7803136477.701669,258821661.8536237,4137927832.9587197,131058019.03462476,4167068891.7877054,122123805.64878061,4476829623.445087,91676182.20368437,8135908670.054036,2352213.8416891214,66542518512.97546,271847478252.60568 
March,5390561434.469154,2356947107.3771434,1608446962.5036063,1133677590.7220883,2024686621.4438007,1007729758.7210469,2135093668.6548052,973976722.1438501,2224064001.757211,936393650.2075667,4178680696.955727,1837900919.8670702,2236908077.812375,925615384.903007,2269456698.4131665,912350225.9057474,2599820272.0219507,826163557.2581216,5432300589.435346,479074956.1065049,72587875261.84561,174776253141.13718 
April,1998454153.7563877,4109252699.2550244,369874691.72809833,1843215523.9991522,594649723.3746824,1655766396.9031646,684403231.5582883,1595205200.875424,728929393.4185512,1535523174.422211,1491174273.3463433,3037015785.118088,759159277.1740445,1513647757.7608745,781695335.7126054,1482828868.8477712,955249980.888955,1355986871.016645,2510435197.6342707,921144073.2649592,67732350132.33828,82590496744.1189 
May,249102173.61755693,7392395237.556784,30050589.58703235,3415310693.0798063,49421939.764698945,3071719566.1200953,61400258.17043791,2971657327.9502373,72414750.67658322,2896552140.001122,147322953.85612655,5449903020.286236,76845968.83793026,2756789000.371574,83133818.99602571,2687877960.476538,113739371.94198881,2478634437.3325753,516433692.0745099,2114852544.0376747,71954274871.84746,12820544378.211487 
June,35102143.17557503,9878492821.902811,15438199.655154904,5116096270.491852,13875659.32130607,4277180543.9553666,14092139.705968425,4216046936.060454,15003668.02691909,4155222843.8620844,31275352.40761127,7864005547.88343,16575493.861229122,4025771904.0269413,17227419.0056245,3951931238.558968,19204670.969671268,3708704337.342016,24911644.220231578,3430640063.284938,78268101345.04817,109326.14923112531 
July,16578610.222666252,12838398053.750055,6852131.760343473,6684095919.696883,6673122.010939717,5458964177.379815,7080578.005486776,5387651818.053508,7363505.403045794,5294130941.577927,12817316.71326295,10112531960.201593,6774351.839298652,5231504359.924776,6458986.9072599495,5167430047.882219,8647424.117845586,4987603749.583969,14093457.439316064,4821111388.069418,91629353234.34535,0.0 
August,21637609.894527726,12043858323.549295,6137067.176372353,6256541117.97767,4989068.115147733,5192012135.965656,5929432.0342084365,5124011204.375712,7285994.332256187,5045159980.706217,14314706.61651674,9636576593.707344,7767955.697094004,4963396969.902618,8712982.887823742,4909355525.589814,12513227.535542566,4726508402.548697,19080039.037894063,4594497452.75855,87255756396.59993,0.0 
September,43097591.59112368,10035568885.945667,19249773.503124695,4739717931.474608,17322324.116249166,4103116393.674605,18777747.388500072,4025613228.8233843,19611640.208195284,3963532025.7493787,37699103.31482843,7443114159.969575,19548174.168991543,3805829425.1135993,19777170.197780885,3758137362.251265,22272630.973049033,3597627201.3351083,66414229.04948439,3402385796.3289194,75207505352.5453,2283023177.875642 
October,472787521.14358056,7220258706.441517,58564521.55940026,3186891420.885682,118926011.80491452,2898153733.356308,150390564.1088359,2790752785.678521,177442623.36548886,2710845247.4613347,345921288.7500825,5153950316.5217085,180711599.2245318,2612488769.511834,186537665.8211814,2558994898.533192,243834662.51066047,2401014286.241037,808062671.156135,2044746655.6136346,71942679392.20767,35844535072.1447 
November,2904593832.129786,2710014648.1531096,835576930.2502129,1171852832.5233314,1195366092.4691942,970124535.5252059,1323578226.2081378,926842741.2725306,1401177365.977066,874500623.0626965,2641740385.3199606,1693454882.0441258,1419516595.552688,852582031.064571,1429002325.90062,833726295.0506254,1591440353.2988179,753219430.1013057,3292653415.9648094,445042727.1689189,70116634167.25362,133429117341.48997 
December,7709298635.674783,1113149882.0259306,2744511170.9154487,533580665.6699481,3390330085.0531416,428288455.4045581,3501157285.193942,404119255.1160739,3631629025.143806,384768620.2176174,6823438064.159791,731807586.5650736,3644661020.912906,370871516.8956709,3664013353.032485,353509502.1672882,3958334960.01382,304579866.91392726,7207912806.631334,128254144.90698326,73621990086.26596,240587984172.77893 
