Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,4152010392.8201227,5214799397.128867,812323772.2619101,2451373424.5904036,1369111969.7616012,1961622504.8615956,1672710888.8866053,1922330569.9924173,1744111961.8924367,1802776318.4111233,3360307205.525817,2952121832.904389,1822235690.8873947,1464860820.2179458,1886349672.0031285,1447281416.7238793,2201366303.173158,1333579076.2578287,5567331910.49022,557535730.8145108,637035982631.1741,15951107920017.563 
February,4095402495.8437953,4353550558.498935,872198634.5892371,1999087209.5780702,1408545735.4856973,1662661357.5912895,1686783562.514445,1605231796.9692917,1802229952.2818341,1564368556.2543561,3330965056.7718234,2424213931.912972,1879825816.6795387,1248122883.5542207,1886747045.266262,1200186758.998074,2196299309.9752235,1073395359.3405598,5467197774.58149,453752498.4658219,587377525089.6912,15850410542632.959 
March,2439173673.7374,8857496618.859024,460044658.661,4428446974.2666645,760328836.5990337,3870356865.8928614,891678538.2707924,3719663490.7861505,916066017.7909076,3608628338.788313,1795152817.466658,6307458726.404101,1000471423.9149104,3213581467.1473827,1064290499.850729,3183656251.277461,1209211090.379104,2923986960.358274,3597290036.9808145,1930062659.751638,610691693747.1372,11763066988078.73 
April,970122090.0107669,11990200940.24496,202088533.67804897,5914203346.252792,238615794.51452193,5053585995.077301,283931083.1753237,4857188065.826037,298756964.8985777,4772208001.287835,592474116.4814566,8431153120.853547,341862366.9176838,4303194316.81227,356445716.0724868,4224231490.1523256,443509424.60888577,3990977302.1108956,1686582053.9206386,3036428660.380548,550593667777.221,7291185241342.592 
May,315511259.0563301,16948048338.546827,98941235.57979429,8290247274.1637,113236392.7927078,7224524385.341746,128701642.88743076,7022352733.634857,135877927.5044605,6957455005.70636,261021029.7061508,12427041783.374378,152379191.3063216,6410204403.6169615,158357824.47435525,6307013820.957982,190287597.63180444,6024192940.539027,503695933.97610676,5211335113.760778,612131481581.6313,2963870921272.454 
June,119967780.66661039,19618737797.545048,45399869.584424384,9597174978.011757,88761541.66684362,8232362275.128215,89932006.10452221,8098834942.514607,90958929.76273943,8074094932.563324,196964116.86540496,14574814591.492132,108281093.17887516,7520054558.577113,110004137.85902548,7436456377.0222025,116520311.4465987,7212871511.021583,121268968.97227263,6673218403.406899,748612791986.8717,863861477488.5597 
July,437344545.17082494,21840495092.809162,230381283.98014984,10903390346.915264,376049189.4070464,9034071304.8238,382826914.5802654,8922933890.424986,385182896.05270123,8889583105.661224,815679304.1480553,16251267387.170732,445317482.2210089,8368447770.139287,451249965.5354738,8302047913.802981,453083306.06605786,8138429568.349595,444287473.1125389,7696269097.29059,1039834578411.4254,108633578421.05582 
August,73675083.18622307,22048249215.215588,41590508.75452433,10697676284.075272,93738993.42945774,9222118519.014643,103993430.15406744,9080695822.55774,105557651.02221155,9055582731.292063,192835695.0362921,16442281379.837198,107907170.21086635,8480475262.802411,103230734.53208528,8396849239.44974,107468559.23039433,8227661123.430318,114671227.32340993,8029578048.216226,824393395436.4675,375999848566.95184 
September,133269542.01489621,19768635527.267136,47447759.452699475,9404936231.890026,60667652.142699204,8151975223.839419,65607196.55485107,7976524593.525079,72664228.00519149,7951359318.263249,132272756.00628427,14291397966.092596,72546167.6110872,7381126315.200306,79040157.88913898,7302589090.021289,91556585.32029568,7118407322.233467,140172586.31881016,6728128407.104623,624656463254.0471,1967199167795.3022 
October,343763149.70849097,16272262623.594505,107270110.69827959,7727964974.739258,125003996.53190254,6699726752.017313,140905715.33227175,6480218490.8739395,147354233.69707653,6412105585.126894,280880816.9656467,11397258138.844095,160350336.89280453,5872167774.445096,166415786.4602812,5779074325.852484,198394486.51143602,5544523725.300062,562341412.7537845,4873121718.054171,557981326042.2395,5208079544070.594 
