Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9205583074.254421,360061350.5327083,3236920327.391277,249564010.45427987,3996634902.242323,176976904.94159168,4109500521.1760497,175227930.80437732,4215564249.5208344,145659733.91333893,7890097925.728537,299991177.2013143,4208622381.119643,150576280.6177666,4247729568.565648,150885246.49928084,4533456630.957865,109719409.04348627,8266801735.526771,8968591.1464936,69414090155.54897,264865350972.70474 
February,9122015751.924475,234359104.17043155,3287289217.1389365,184193599.18698266,4014275393.0340605,117822586.39730662,4109413571.5543733,126193222.34376895,4205107499.0585175,100960876.994003,7827297513.4732685,193187371.09311038,4178597513.160351,95653201.293141,4219069277.838446,106010199.0837775,4486744080.442334,69939631.16950387,8094407951.104085,3484305.9727682783,62487141370.880486,265728198846.69937 
March,5499187532.132758,2137878400.6532128,1701624015.7270913,1031669098.7472247,2072587448.1514628,914589181.7935207,2162788116.4911203,889686672.5388968,2270248366.241139,846841897.6917385,4247195300.1413383,1694010004.3804295,2235460809.8541193,857753547.005335,2296758364.077313,850028257.1751561,2562772034.8362727,754019828.1934012,5344020824.816103,455792647.82633394,67845906870.45213,168500948979.35156 
April,2014458098.9152904,3791512923.659763,392580979.60410357,1701511507.834561,611144569.4726535,1532135219.826291,702936152.4643977,1478905143.54994,747144475.8927829,1424650967.2750633,1481618153.9360135,2839022957.928691,759011805.3852581,1421186151.6813686,794727406.8708917,1396643811.2694438,937012841.9049817,1265997867.3670094,2438956401.853133,884564649.2628939,63099663523.80504,77659042119.3324 
May,238922419.99989134,6954452193.752911,28891551.50326229,3215750396.9218426,42637637.78526091,2896598475.321543,59510463.97684411,2809212267.92635,69389699.68854079,2740526280.2733893,134619775.7587044,5153280186.921886,72685140.69385162,2630308407.8926916,77548275.20070837,2557961109.6194425,105162669.2148933,2350981314.830692,472712280.5465953,2046576795.9719443,67296067726.20585,11074598308.512774 
June,34121021.53422178,9480717032.11124,14480097.729448503,4911682607.712094,13407161.313064033,4122369265.9607363,13645846.162296703,4066576481.3738136,14543546.21631448,4004921234.184368,28244279.576556187,7603524923.35106,15352001.852843206,3913763520.8159723,16160937.165151766,3835525818.1241503,17941503.48787351,3606123407.765792,23964416.41061989,3402417830.434481,74112633214.01778,0.0 
July,14163763.948347842,12467315014.715897,5939846.646442725,6436982582.270833,5481187.328067422,5330289194.499801,5733372.208609842,5274992978.392448,6532604.407504868,5178516103.357514,10111164.073973466,9962952838.35125,5526953.835147732,5150796264.461879,6229183.262361926,5089634969.050248,7531545.895768565,4918920380.011565,12768365.797415031,4837411554.578353,87701345910.55994,0.0 
August,20848088.448476706,11710448376.451721,6139766.602618152,6054605344.379489,5397076.409081855,5042769889.434617,5315959.936880869,5006493746.192097,6810723.673724113,4921956063.649679,12135149.775434155,9453048586.06104,6484241.413372934,4871458512.172724,7119995.811520504,4816273144.6936445,10896982.282174692,4657701245.0801115,17915443.026553344,4586109251.257241,83269707224.06592,0.0 
September,40597309.69844301,9605420983.74944,18245467.665939815,4527254615.488152,16386012.81059075,3927354105.469018,18797145.598275024,3859877215.5695677,17894990.43930689,3799015641.412132,34207567.62854807,7168757293.098289,18630310.2581519,3688478180.079942,18692883.741434474,3627422816.1784673,20067959.626877937,3468747872.8336635,57707090.68534218,3354717772.5209184,70995906292.82515,1557310919.0626717 
October,460964427.337737,6852936275.795562,64776162.66361663,3013446408.871131,127260756.5909044,2751425952.1899257,159288933.2560285,2653836605.0015078,179529702.51155293,2586158843.8672585,339729774.416036,4922193433.547204,179338478.17134985,2511130765.907451,191902396.93297452,2460299403.437013,238088825.9274085,2303188201.548887,760010745.3302648,2009360262.0926268,67265460801.9388,32333065367.421555 
November,2950485130.4036684,2446696650.5472717,871195278.5259662,1057086311.1006272,1233545972.6726592,880480576.7942808,1342748727.5802119,840086544.5821822,1439272302.7149851,795209026.5010892,2659682037.0308847,1564230520.2400072,1416258289.619316,782265062.9918284,1440380025.107792,768421869.3888097,1626197298.9522386,689451168.2772831,3239942935.869134,423814458.3663005,65548267551.04866,127535816316.93701 
December,7887024785.045908,964938484.8825715,2827663408.4362683,477309099.2543673,3455624174.1813912,389628999.2758955,3505390492.099527,357288559.5384374,3633130668.521913,335200548.25235,6776990410.270504,636053909.368193,3631657068.22057,329058426.8011116,3640620862.4020205,317034549.84959525,3908432855.8980036,267890464.79234672,7131712429.285902,118327595.48203549,69062856917.88014,233450056385.1775 
