Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,10480688775.354988,121943196.83620726,3747900916.05126,120834477.9980707,4479915247.644057,97085923.29019345,4532600516.857044,95706566.47083637,4654030967.141302,76464240.40169916,8871867130.39718,131462977.26682122,4698402732.490031,60782540.55227265,4745500054.109543,76018107.7325255,5017338467.889404,48489760.029435664,8941199400.635498,1277184.7436920917,64651392761.23795,277221201902.0773 
February,10340984559.593763,61534677.73860363,3769158770.5354247,78183259.51673459,4387010960.2789545,53347405.85653131,4418335411.189584,53397993.87282988,4534749136.931891,47825644.75473021,8569938427.136746,76272744.7091575,4563749784.583051,42816685.15804009,4595868057.209982,42868289.47107943,4883346293.519484,22624576.902929056,8683796552.198652,24983.9202927119,58126265354.610146,275952300118.59906 
March,6256142660.406349,1497203851.997586,2037342228.6760647,757353543.3412529,2478809991.395214,679621051.2468472,2540206063.248342,658943800.2619233,2611550811.2533565,627297463.088693,5017815823.448396,1233318742.3508773,2663988786.347212,620086822.9941837,2693118910.5218387,609258677.495367,2987995019.4921336,532934184.29897857,5846319364.406749,317636575.1533507,63148697237.27428,180986171367.06284 
April,2485568325.934699,2922675442.8842316,576914014.2698382,1292878278.5948355,785738836.9393559,1194142697.7561183,873297997.0217409,1162003673.8867724,948776539.7472346,1107039647.067783,1851842804.3024433,2149152876.5694475,990945225.1399112,1075493016.4525228,1002676795.5071464,1044438162.5187817,1169482912.2311063,941854072.0734534,2720050618.841181,616393917.0497397,58712645266.09517,87999913627.75479 
May,350354042.4835888,5874025194.220211,39630345.086601175,2668456855.2268763,66543629.25872407,2455286155.8315773,86691886.80510437,2381392302.020159,104094919.20397729,2310216339.6877985,201499780.16420636,4305936502.623465,99156818.64751177,2167640272.0734406,111076925.96344791,2113294807.8912485,152209139.05647212,1940001577.7036266,611474113.809669,1658316781.1133406,62171989932.3563,15260216444.001463 
June,40244802.383481205,8356436522.748968,17289153.386327006,4216485829.483434,15507350.949818542,3640250553.922336,15680148.393441517,3592300416.6923623,16309326.729068473,3530198992.2797475,33152533.399032958,6609888547.036128,17461110.02463655,3384521104.5070696,18344520.368629195,3317259058.3966756,20340026.55386035,3101265109.820115,24533881.057912163,2908262895.6379642,67883682689.71226,0.0 
July,20153751.153208617,11143579813.142101,6918625.871501407,5722020461.381451,6809648.237419186,4801940299.160536,7189102.873959083,4752175279.615334,7694437.859053667,4664312811.65491,12937998.730160257,8822934524.437994,6569691.481469251,4567677663.543595,6590425.6097457865,4519478725.538659,8454389.404292196,4342993519.910541,14022867.224249609,4299777147.815796,80833704243.45996,0.0 
August,26050965.091038354,10397270101.904171,8790246.403756121,5341004923.263091,7826834.201000219,4512431903.398315,8545017.081455497,4471755309.034983,10354266.929156195,4392585459.58067,18828107.887243163,8312712542.193674,9879143.639730643,4282847046.899453,10332144.77794459,4239539449.669224,12765732.607305428,4068997076.7944736,18483015.29041718,4038345789.872202,76341893652.53085,0.0 
September,47801523.14637578,8533250427.89774,20813765.22600214,3932791365.692718,19839670.54233558,3512533228.712029,19843033.6309355,3451826562.1098804,20636474.432693057,3384902823.3351593,39701620.41827834,6311821484.712369,20689937.594970796,3227122670.674104,21027472.835156564,3183291434.869584,22992812.185402215,3044458489.3140225,74996867.84257449,2904603211.460402,65404592674.273094,3246583769.4016724 
October,637225186.0506191,5671208144.366765,111897691.02826452,2472294994.869271,180541237.5972859,2299480237.6524067,216212373.59572896,2214622564.7917867,241387938.85775077,2140002863.8672495,474965397.6625403,4019759612.4673247,248047484.8746871,2030706920.094578,261574848.86049515,1991719348.4253209,324665640.8324668,1860315629.7783003,900942554.1315783,1577521186.856837,62385673350.443085,40048095535.13315 
November,3610633963.3906283,1696305160.3645847,1188173093.723478,738677712.5379531,1529873979.6142328,638451797.0626662,1653090382.6770701,623417245.0179269,1732667962.1158855,563383985.8097994,3308566868.461925,1063081516.9456522,1756124646.8239415,536778151.3662555,1797996736.137171,527292584.6735241,1928273554.7063186,465759111.47984195,3678834253.734913,279181261.16383886,61120168119.60375,139172253497.17508 
December,8948837553.801237,551519473.348886,3327671601.323446,304098746.80478925,3916336806.086272,245035692.56903952,3975266267.2274237,235798384.16601968,4092781926.260788,209954843.96343723,7792195551.336822,390641947.02494144,4146915706.5309396,198806092.29672608,4167982023.620493,192384383.3390153,4433681450.994174,159021328.9444742,7664454658.237611,76896142.27139415,64374552439.56238,246217721449.91144 
