Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,9226097882.231558,260660294.55007428,3255700110.817675,206325338.26098466,4009759592.3981094,135981943.56659093,4130742655.794328,133569512.16796634,4252452641.8100157,122818167.66974284,8078936257.204725,204028387.89220715,4275473102.2130527,117157001.02098863,4308500203.582154,104832309.98419015,4666212232.682085,79488807.17016682,8345160556.322607,5023428.015863182,70660085890.465,269711964095.58707 
February,9241934986.882027,173258333.77987778,3270219763.1605163,141976885.7919018,4017318122.849791,96695345.96243323,4119823919.2819166,88569440.36457837,4220288418.1268773,80539798.6921802,7978488832.687783,120473301.11733434,4255548920.041184,74756504.43670978,4277631835.699594,70585588.88106118,4617356829.315065,42348489.18758597,8169028929.90018,23862.89484534691,63576198271.28343,269895292801.90436 
March,5457948318.988319,1956744084.7374725,1695931732.8795652,980451499.8466542,2081701484.6107397,862898872.835331,2175778068.72632,827095151.1097226,2271866480.5018907,781911463.2931129,4376769737.313595,1516051740.8738916,2319946773.368322,775399434.5240984,2354881332.2916613,756561246.1800692,2634706537.6893497,667762447.7215605,5418394420.137167,393256786.48710257,69277350554.03146,173373658263.99448 
April,1964792216.8461988,3601078964.0759277,366331578.278668,1639894395.8611174,584970350.6238658,1472416877.8588312,668913830.5710837,1417636684.4459398,727368266.1885929,1359731718.555988,1447262496.1412091,2627162203.541126,760540129.4079009,1320681783.1556373,787471715.9689338,1289711846.460378,957664320.4651519,1167659760.73989,2455647859.0514755,775567940.9547983,64555128991.8347,81204918279.45207 
May,215686864.81914714,6866118761.510409,29799072.391476456,3185430002.5180917,41508626.91951452,2880374731.635239,57113890.27745351,2779372793.457535,65049431.684454195,2698874468.579113,129947808.24894452,5011026875.357746,67565627.32335232,2542427938.3272433,74422941.2047077,2475164165.6808667,104596769.20923588,2267228921.353304,467572591.68297654,1921641374.776833,68769533640.28984,12208449479.874857 
June,34169225.82371183,9424673274.332111,14683981.229643345,4869453106.453295,13185586.073062245,4120140901.5158234,13620279.603204548,4056568095.918575,14573031.53118484,3978575800.187212,29864013.31404759,7457684069.640353,15997985.073955882,3844628889.7027164,16562693.664903216,3770100417.246157,18621257.104190145,3535595201.6849093,23534333.294000953,3289366448.646584,75406395923.87306,0.0 
July,13571960.534578253,12434767513.404667,6140867.371152315,6445779779.882391,4850500.870677674,5324563474.873528,5453792.700596258,5252793783.482452,6010501.546202803,5156037719.255003,12389880.690320004,9765609801.95425,6139512.221931153,5064266600.706363,6763013.070680704,5006375562.212288,7773481.909535582,4831786736.368977,12878302.564217266,4727147951.9667635,89059216016.16795,0.0 
August,19475166.67363417,11596335143.751232,6564192.818458932,6028129451.270556,4998368.554474103,5033170606.315718,5385956.552869246,4970249778.110239,6834605.125933205,4882929111.6729355,13029395.898379397,9245986299.988974,6399944.296433188,4787263229.082422,6753942.144025523,4735664062.565638,11021900.969657302,4559481566.350513,17838882.731878757,4481131453.011435,84512903554.6919,0.0 
September,42024439.01060052,9550845898.56349,18471531.319701016,4496292788.353044,16847213.288227,3936041461.5130596,18078168.353626546,3852811940.9696236,19350294.812528025,3787108598.662317,36497265.7284657,7045880041.168429,19237659.647853103,3619027104.037027,19376781.618235048,3570673201.083372,21438459.12071067,3412223733.5342727,52202061.65031318,3242194268.6998754,72312928838.84866,2052201070.085387 
October,437445461.51723635,6708434921.889418,60135545.39419669,2972926526.8651094,120168258.67196234,2720340405.298803,150663387.83453766,2611460826.314238,171122688.89414835,2527652480.08074,327173707.03636664,4726326761.227932,173898214.50758612,2408803845.5116167,181741551.1477791,2355011348.3166547,232198503.98710796,2202970613.448617,755509754.775532,1874967896.1389482,68731722353.93289,34820026204.36137 
