Date/Time,Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly) 
 01/01  01:00:00,,,5325035.6500713,91908883.61740513 
 01/01  02:00:00,,,5325035.6500713,91908883.61740513 
 01/01  03:00:00,,,5325035.6500713,91908883.61740513 
 01/01  04:00:00,,,5325035.6500713,91908883.61740513 
 01/01  05:00:00,,,5325035.6500713,91908883.61740513 
 01/01  06:00:00,,,5325035.6500713,91908883.61740513 
 01/01  07:00:00,,,5325035.6500713,91908883.61740513 
 01/01  08:00:00,,,5325035.6500713,91908883.61740513 
 01/01  09:00:00,,,5325035.6500713,91908883.61740513 
 01/01  10:00:00,,,5325035.6500713,91908883.61740513 
 01/01  11:00:00,,,5325035.6500713,91908883.61740513 
 01/01  12:00:00,,,5325035.6500713,91908883.61740513 
 01/01  13:00:00,,,5325035.6500713,91908883.61740513 
 01/01  14:00:00,,,5325035.6500713,91908883.61740513 
 01/01  15:00:00,,,5325035.6500713,91908883.61740513 
 01/01  16:00:00,,,5325035.6500713,91908883.61740513 
 01/01  17:00:00,,,5325035.6500713,91908883.61740513 
 01/01  18:00:00,,,5325035.6500713,91908883.61740513 
 01/01  19:00:00,,,5325035.6500713,91908883.61740513 
 01/01  20:00:00,,,5325035.6500713,91908883.61740513 
 01/01  21:00:00,,,5325035.6500713,91908883.61740513 
 01/01  22:00:00,,,5325035.6500713,91908883.61740513 
 01/01  23:00:00,,,5325035.6500713,91908883.61740513 
 01/01  24:00:00,,,5325035.6500713,91908883.61740513 
 01/02  01:00:00,,,5325035.6500713,91908883.61740513 
 01/02  02:00:00,,,5325035.6500713,91908883.61740513 
 01/02  03:00:00,,,5325035.6500713,91908883.61740513 
 01/02  04:00:00,,,5325035.6500713,91908883.61740513 
 01/02  05:00:00,,,5325035.6500713,91908883.61740513 
 01/02  06:00:00,,,5325035.6500713,91908883.61740513 
 01/02  07:00:00,,,5325035.6500713,91908883.61740513 
 01/02  08:00:00,,,5325035.6500713,91908883.61740513 
 01/02  09:00:00,,,82131493.20041944,261619295.55621415 
 01/02  10:00:00,,,83498000.74455647,261619295.55621415 
 01/02  11:00:00,,,81936068.69810447,263705855.55621415 
 01/02  12:00:00,,,82419901.24624036,263705855.55621415 
 01/02  13:00:00,,,81727171.4104117,263705855.55621415 
 01/02  14:00:00,,,79998901.5582079,261619295.55621415 
 01/02  15:00:00,,,82838791.34737077,261619295.55621415 
 01/02  16:00:00,,,94622031.71956146,260576015.55621415 
 01/02  17:00:00,,,121852653.1005854,260576015.55621415 
 01/02  18:00:00,,,124604870.94000003,106487012.04702625 
 01/02  19:00:00,,,124604870.94000003,106487012.04702625 
 01/02  20:00:00,,,124604870.94000003,106487012.04702625 
 01/02  21:00:00,,,118429558.84687582,106487012.04702625 
 01/02  22:00:00,,,8318112.829767914,91908883.61740513 
 01/02  23:00:00,,,5325035.6500713,91908883.61740513 
 01/02  24:00:00,,,5325035.6500713,91908883.61740513 
 01/03  01:00:00,,,5325035.6500713,91908883.61740513 
 01/03  02:00:00,,,5325035.6500713,91908883.61740513 
 01/03  03:00:00,,,5325035.6500713,91908883.61740513 
 01/03  04:00:00,,,5325035.6500713,91908883.61740513 
 01/03  05:00:00,,,5325035.6500713,91908883.61740513 
 01/03  06:00:00,,,5325035.6500713,91908883.61740513 
 01/03  07:00:00,,,5325035.6500713,91908883.61740513 
 01/03  08:00:00,,,5325035.6500713,91908883.61740513 
 01/03  09:00:00,,,85961967.58133864,261619295.55621415 
 01/03  10:00:00,,,84760665.03890625,261619295.55621415 
 01/03  11:00:00,,,79142298.96432349,263705855.55621415 
 01/03  12:00:00,,,79303973.34314466,263705855.55621415 
 01/03  13:00:00,,,77896406.44208792,263705855.55621415 
 01/03  14:00:00,,,78359340.99154623,261619295.55621415 
 01/03  15:00:00,,,80804295.5796882,261619295.55621415 
 01/03  16:00:00,,,90722303.19309115,260576015.55621415 
 01/03  17:00:00,,,120258810.20021984,260576015.55621415 
 01/03  18:00:00,,,124604870.94000003,106487012.04702625 
 01/03  19:00:00,,,124604870.94000003,106487012.04702625 
 01/03  20:00:00,,,124604870.94000003,106487012.04702625 
 01/03  21:00:00,,,118429558.84687582,106487012.04702625 
 01/03  22:00:00,,,8318112.829767914,91908883.61740513 
 01/03  23:00:00,,,5325035.6500713,91908883.61740513 
 01/03  24:00:00,,,5325035.6500713,91908883.61740513 
 01/04  01:00:00,,,5325035.6500713,91908883.61740513 
 01/04  02:00:00,,,5325035.6500713,91908883.61740513 
 01/04  03:00:00,,,5325035.6500713,91908883.61740513 
 01/04  04:00:00,,,5325035.6500713,91908883.61740513 
 01/04  05:00:00,,,5325035.6500713,91908883.61740513 
 01/04  06:00:00,,,5325035.6500713,91908883.61740513 
 01/04  07:00:00,,,5325035.6500713,91908883.61740513 
 01/04  08:00:00,,,5325035.6500713,91908883.61740513 
 01/04  09:00:00,,,82859050.73600858,261619295.55621415 
 01/04  10:00:00,,,83947136.36570393,261619295.55621415 
 01/04  11:00:00,,,80235015.1608671,263705855.55621415 
 01/04  12:00:00,,,78135965.21292078,263705855.55621415 
 01/04  13:00:00,,,79354902.7584568,263705855.55621415 
 01/04  14:00:00,,,80014123.90252063,261619295.55621415 
 01/04  15:00:00,,,82045627.06111754,261619295.55621415 
 01/04  16:00:00,,,90561090.16538379,260576015.55621415 
 01/04  17:00:00,,,119639897.83337343,260576015.55621415 
 01/04  18:00:00,,,124604870.94000003,106487012.04702625 
 01/04  19:00:00,,,124604870.94000003,106487012.04702625 
 01/04  20:00:00,,,124604870.94000003,106487012.04702625 
 01/04  21:00:00,,,118429558.84687582,106487012.04702625 
 01/04  22:00:00,,,8318112.829767914,91908883.61740513 
 01/04  23:00:00,,,5325035.6500713,91908883.61740513 
 01/04  24:00:00,,,5325035.6500713,91908883.61740513 
