Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,8279084138.138171,612703043.4996716,2835060125.317606,364208345.9779914,3607316131.013368,292891067.84404993,3730911511.2716646,280138669.7659958,3845073490.613266,242066172.91133296,7452986288.224838,419887435.25627685,3969428944.205573,227921060.33311135,4014182434.851611,228660618.35097232,4300270904.232854,157029048.4343856,7949091682.15836,15912387.723585244,78951486360.56194,265220361553.96487 
February,8275656515.159753,428904889.2953617,2881955155.0555224,269985459.84066737,3609309900.5510306,204210893.02294385,3723300916.6513577,197800844.766406,3844538044.7951527,175317860.47322232,7376594585.78182,286901617.0436633,3942098656.076539,154344879.99493784,3967247819.1236053,141744980.61588293,4249160969.0006547,100399085.91975714,7750318684.243034,7908515.098592208,71129437071.10724,266500173587.48758 
March,4841917042.843091,2654638384.035383,1412679636.7396321,1251094471.1830304,1813110539.5272212,1138295035.9628282,1918685305.0049255,1098577768.809104,2022002473.6538541,1052198491.5106797,3956433290.318483,1954784312.6099997,2109773966.025421,994875331.8569322,2139125592.5200253,967713359.4524449,2391956758.7460675,869356061.339883,5093897520.723966,514148010.3474234,77519070804.81157,167329659228.68762 
April,1628171551.0775175,4522781495.960369,246365465.66044834,2069995986.5068479,432413639.66557485,1860521186.9211597,512159340.48136574,1791188844.6577961,565398544.7170357,1722576970.8790045,1169028221.6073606,3210681425.705196,613113740.607766,1614406694.5083232,636926900.5125173,1574158308.4324424,796661305.2937398,1439870880.516141,2264274078.713105,1006154233.0443265,72294880338.63466,74427420212.81453 
May,177439470.04244098,7993365605.968207,28665739.338326495,3767827013.332159,31019500.396561824,3357504102.4434357,36944256.91225456,3252460376.9258,45907934.609475695,3176148738.6759048,99265672.80714361,5755719319.936732,52521971.837231085,2941592449.6687775,55642657.5177293,2856926174.8927846,81143917.90558611,2629318121.3201585,385078263.4769474,2261295740.7544327,76952616167.12384,9389294391.192974 
June,32445878.824432634,10620771679.612795,12808215.147705361,5559658318.111481,12293492.866465699,4650156282.779317,12686209.966049345,4587162182.8671465,13096240.83678537,4508355537.703717,26559516.951003194,8343768722.812373,14493293.876145799,4297539880.3961735,14665467.265763717,4216419361.284658,17193039.817644693,3973947763.5272574,23367577.28048615,3704881823.707781,83414064639.22989,0.0 
July,10953747.883719372,13811422321.508644,5281381.01099342,7150054446.535973,4686806.378003668,5899443036.778948,4994253.520682826,5820284951.972676,5390330.939499298,5733318316.527808,7929844.540253252,10754246006.363089,4280445.191167049,5559385241.00734,4482072.6828288175,5509387926.252169,6534765.092703517,5327173109.908644,11633862.64240544,5195837296.068633,96513982103.86754,0.0 
August,13749079.461515132,12924883708.557688,5967648.585762841,6726700068.813077,5016083.65603205,5625316028.125887,5231015.646779837,5543077122.702224,5681730.826628776,5466883604.941711,10099395.75769566,10219182776.897957,5331397.944363686,5274076199.565812,5315305.47402303,5217779045.46715,8809086.650534911,5061326425.204244,16987829.29498663,4942109987.596859,92574482079.98802,0.0 
September,37096055.20274187,10632182784.879475,18215745.51591975,5100082117.479806,16647760.960697925,4396241070.943978,16826871.526897177,4301024050.9721,17199300.267092925,4236467263.702353,33899128.83976971,7763781470.301886,18210669.29300754,3992794942.2843494,18246293.292105332,3932091676.569295,19721760.22002469,3771945182.719552,44066357.437333316,3623108175.5415835,80177917612.9354,1037032295.7146403 
October,325546469.74125785,7849257041.127145,43266986.044124074,3499383660.1453114,88188595.77498896,3198386240.5617023,110575135.89106931,3079178298.7275105,127856528.69566944,3000950663.4117246,262314592.15011597,5485070556.105802,136267382.19945306,2799475197.6033883,144101269.99120533,2733626551.478417,189543585.93678546,2564573256.974898,662958942.3585997,2229257483.2220173,76818690432.2301,29723236890.831997 
November,2456294845.4139833,3118842261.062688,663728704.1310854,1366779574.8232787,975376508.275013,1168000230.0040615,1078508345.7409441,1098272744.8259878,1169744586.5188506,1036042986.6853447,2270874791.438005,1867622251.6843188,1225257254.7717373,943820121.4291185,1238023090.2684958,920757555.1078103,1386808448.2996554,834220346.6648611,2978211250.606958,506803031.76978195,74734059781.69913,124668549295.12282 
December,7032289641.05124,1329965380.5624259,2406031625.8736067,617574782.6177279,3026955961.4928126,514685039.8413596,3152928285.5639725,491677988.4232243,3275335052.55179,466337567.73767656,6273643989.878326,824282795.3846314,3374420836.3302646,424815426.92159545,3368726887.753984,411267537.97192484,3691547732.596754,351936537.46072835,6760144444.142282,149182165.24080086,78544790883.28922,232557252668.3213 
