Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,7158561347.354779,983042127.190465,2181280350.2125154,465845578.7711195,3021429971.986506,378143609.6399264,3261156897.380557,364370231.17353034,3343402367.7123003,339224739.2201311,6480877094.175106,592623493.9241033,3424582634.942424,303580187.48463213,3491452487.002012,294669110.78912485,3873278207.9186893,243011478.28534696,7577016341.1094675,27548868.450424496,89788035520.69017,69464173330.47557 
February,7202781423.266226,791238217.0457758,2286188363.5575266,383248031.5645099,3064924963.595549,315049918.1128716,3250604465.456571,304519843.8270071,3371965477.3985906,278729169.32237077,6478313819.592315,503391105.4286359,3448005072.3196883,259267243.03428397,3484522874.1746607,249224160.74412492,3810027511.0831933,196562996.78149462,7373166990.50597,9751929.472746897,80861461478.06192,70386877295.62631 
March,3615955817.7954063,2249267778.728135,852022576.776385,1263591335.3158283,1272014110.9811296,950895514.7595104,1402022564.5162892,905361333.5743227,1491376221.9314685,855782473.8427379,2928432626.091172,1629539586.180164,1569561387.7424,794429169.8010384,1611877614.0050502,759591210.7224159,1864444021.893149,652344992.7226855,4556609539.928176,312316762.69008344,88788150184.00072,33320578314.466064 
April,367055129.817602,3625533750.7370434,37378847.30679127,2300658705.8171344,56787506.136061125,1507948163.1736352,79709538.4363167,1436738792.5291216,101273372.9906437,1359264148.2390785,234879491.83720055,2548205368.0753384,126168337.1201361,1237740931.012242,150602721.94518423,1159472339.811534,251826560.1368806,960532758.2535759,1477296644.2609017,534434972.3199813,83676045752.42587,3796813762.3158355 
May,57642159.112118445,8614968887.505419,22828663.235499077,5133615740.101347,25342515.88622768,3845369942.0566673,27118252.193332348,3745287519.0997725,28863794.92305355,3640261525.458546,54245735.215549655,6795894860.412749,29883365.536979597,3474152420.573826,30316498.2175816,3350736854.9385724,31785486.7574162,2972424504.123926,121311219.13598736,2200098922.554362,92303100008.0075,106186176.26160789 
June,18910686.72669416,12827629234.295992,5606890.001965942,7005365951.465042,5751731.455486294,5647410915.232148,6171213.186729524,5562782354.8602085,7278399.058083749,5476192875.709493,14981737.918962019,10284153860.261902,8239685.044787289,5317398245.148546,10042351.042539353,5247060967.553723,13821194.574593093,5012554409.536978,22665086.065335136,4447604870.017706,102071238838.2128,0.0 
July,8612402.293035625,16598900200.406647,6452259.857435759,8611910866.854614,3078976.996473193,7038769805.630969,3504955.412611083,6925911972.3592,3277337.1456820955,6833293179.027677,9598288.964152005,12920158160.00617,5231622.269046725,6661744988.6029,5462829.558954898,6615810344.406784,4863818.393711246,6450848728.507798,10038798.576194061,6233551591.185107,116673041434.83438,0.0 
August,11128431.96476027,15692613868.61974,7322557.665658356,8240352479.955804,4152727.048130058,6821032563.7318945,4445823.664248046,6710299017.563337,4566882.987732957,6629921179.427594,11202542.926982833,12501113351.111698,6851325.208368696,6463727786.626122,5273659.350722376,6400144247.547292,5895119.790388581,6255187735.158246,13308907.909281082,6017657870.343948,113940980693.11148,0.0 
September,25272650.96269016,11933006654.26198,11456127.753105642,6467490070.693595,10801812.944303216,5054637007.022008,11276225.905123372,4964278042.750915,11564521.017038204,4862095184.180779,25279617.167309973,9172093253.575495,13342050.906759039,4717535431.07917,13738458.85976742,4642476672.935923,16450595.816860227,4407878575.194146,24208959.428428207,3914412545.6514363,97900935126.71303,0.0 
October,54737384.877260566,7233950963.251261,24103144.693393357,4212498874.8634987,24940205.1413516,2954312848.5776324,25993617.80816929,2852302243.98789,27534618.54124844,2761166683.079303,55935036.467990406,5134216756.935213,32746182.53220619,2599191875.5862417,35386649.049186245,2510809520.7537646,54264558.79743039,2247666053.864707,272600591.40285265,1705714969.8968966,90955662121.34334,371033335.15591633 
November,1263521151.6801493,2518064480.5241284,254476693.4268693,1377458978.9175873,467685762.07149976,941611491.9825639,587616098.1181235,885899456.3213547,664018102.0134858,837740727.7963492,1323453541.6125803,1518165694.1333952,703017362.2409497,736586750.2951206,766755508.4926895,708001412.3776305,931974170.4270943,633090564.6974219,2465186332.8023157,343747196.96137995,85309607120.62378,15303109197.72103 
December,5809959832.606695,1281388212.6078596,1780074677.3978827,567681329.9624652,2502020786.8347597,429444902.11337304,2669976309.724407,407356884.4751373,2801516966.3781466,375453106.2681133,5411709649.62379,675434710.9256864,2887067947.463821,331301086.4898764,2940581398.7334886,320522860.90945184,3214609383.901945,280667867.85375917,6365488712.14547,100004805.19911642,89361702682.07866,57895489439.441734 
