Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6551766997.284285,1687013404.5853515,1861852609.8963408,801159306.6816756,2687165369.688428,635958972.1488916,2905023422.1216083,614950645.969734,3022018241.819226,570577863.1893376,6021829807.157045,942689092.2787545,3217473689.8916793,490733600.78560823,3253354294.130992,471596927.54052347,3600484123.025815,393549340.6830488,7216319515.148334,60530378.722993985,100144626183.09068,357762730173.7646 
February,6609068215.694526,1323843332.307901,1985155555.9186575,614658929.2971449,2719625953.8365636,494007105.99726605,2913258894.4728293,479223775.44500995,3055314031.0451517,443024832.96873206,5966056289.573144,721464396.653187,3224829894.166181,385624997.88789374,3258594974.608585,361125167.72814125,3602777479.5892344,296987405.9430218,7129653750.908369,37258571.446336076,90337365269.66296,358470529077.9561 
March,3695319174.9519734,4244799301.237244,809285320.2890269,2028090362.6677656,1264348932.8564067,1777653808.8649912,1432189051.4464796,1703650075.4206007,1517048323.2868235,1650431508.293442,3028182574.35891,2956627431.8579154,1630402985.6870053,1491960090.2240808,1660896617.0191085,1458190710.780478,1925098563.3842387,1330184588.329956,4633467070.542954,790553238.1702842,99054847027.03484,234755130593.0007 
April,1151917638.1526997,6676984255.543745,102216320.75747277,3251036653.500607,227164706.05306676,2752351839.1830707,316933466.25870186,2634986630.1915283,371037753.1269038,2539558564.6199784,839343866.4040391,4638284902.147433,438599434.12795204,2325850053.2121477,461827990.8108357,2276868335.3285995,614492089.5161344,2107421581.4845119,2064952906.5488303,1431350697.1259491,92984000071.29001,114950104128.37665 
May,148496994.81816325,11076834524.627075,39634956.70568457,5463744507.073158,42535760.75901737,4690589398.807919,44436582.9420861,4543133617.287894,48434766.43005154,4444257887.846797,98151429.79904978,8024034553.674933,50509224.085981585,4089298971.5356317,53665194.84237933,4002651087.416319,75719556.99318218,3745043747.162628,408536777.4176439,3137971852.6522584,101622682761.00957,20838002144.507866 
June,34491707.523035906,13944500339.703913,10727653.195724312,7287343118.388654,10542675.452008443,6049037022.195188,11295928.162545614,5945081924.724434,13127680.76863436,5857194709.3761,26575936.13571689,10718621189.877762,14441630.853223288,5532986897.731998,15295902.251581918,5455627919.852458,19823673.627602,5220533416.097134,27796378.541023914,4780557677.4948225,114853512791.52953,77855388.0555801 
July,7600871.8960482925,17141797942.511955,8049391.219634709,8878155614.169556,4307563.680878691,7242241532.048338,4659215.345776027,7128504384.374175,4221861.261926963,7037814325.480778,10589827.794257613,13014841001.222725,4058628.645575947,6749007052.207467,4796438.995468376,6663056045.1835985,4071810.4415326985,6511190866.058414,10778860.996338546,6299304277.517206,138648838296.45206,0.0 
August,9795971.923207566,16260201055.535791,7305803.937953294,8461607782.958928,5468360.436571269,7016857987.799016,5256599.6484110765,6918274531.401936,5878119.931256297,6838160448.071257,10106497.734730514,12660160217.719015,6159431.68354467,6533974274.038469,4517883.922040584,6474443541.734807,6369359.383852814,6310279793.905354,16680882.756759383,6094329306.73422,129105923118.36798,0.0 
September,47597690.6535394,13885755508.04308,18390821.40844111,6808701592.17228,20273924.083032724,5715027335.613138,21062342.452569548,5589340402.799294,22866832.86065344,5504113687.01999,44282793.826789744,10072692964.054653,23486075.16711655,5163490579.213707,24120599.08719543,5101371096.801333,25818334.358375277,4912396473.680657,62033155.66674921,4582931001.081117,107518325073.97815,6461503847.387527 
October,216882796.02298784,10445079875.018524,44261846.740817495,4944671424.518408,64787752.747050226,4269993569.341973,90099092.42807645,4104720365.2512355,97520545.83231671,4000785515.0574226,210993212.4445189,7208897528.8159075,108003163.94802001,3683548363.4766207,115590826.66604023,3617268477.211111,137850445.0312884,3405481482.607476,593213302.9125991,2836988049.0048,99308489533.1319,57129002192.78532 
November,1691571628.1747026,5014768160.764609,314372826.167043,2267426673.5180984,561741493.3724049,1892673011.3451393,684061224.0042381,1776672635.4297605,747497522.4324356,1685588057.6279902,1526917128.9856226,2947172465.9139743,820637797.5015378,1493325345.2337854,847478466.299653,1456133865.6993513,1005836801.8167682,1338721069.7378123,2615375861.9384775,812628762.1314816,95244228251.49835,180240902535.56546 
December,5448244876.28515,2590812307.1718893,1574206996.1563864,1122394570.5949929,2261631434.0978074,940278796.9975181,2427358328.583501,883826095.9620103,2555926602.3314857,837369112.2988937,5089104875.431491,1412076354.853265,2732377590.994059,737563529.4605819,2750395575.309613,701452071.2887709,3049214522.678395,623542195.9110979,6106231978.611167,270605746.5236037,99649010309.6992,316828027350.76685 
