Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,5953675568.572262,2258295265.1985307,1547942810.3709214,1016772385.8550267,2353171468.5401025,843267678.6806245,2613730143.6442676,799534719.2761085,2747314593.8214254,749451444.5523422,5447558777.412529,1235837732.349564,2933945987.066052,640979254.3873595,2975776130.302695,625949692.827697,3298273500.3473916,534376840.1998945,6870554190.33602,117015448.81974462,105115563675.05176,349934515054.9385 
February,5943855699.566057,1771712173.338167,1677122362.1411996,796940251.8112655,2378555320.901056,644194142.0933093,2600236762.245754,630406264.9521228,2729939644.5248117,599019276.4159487,5359559415.860928,981021369.3601837,2882536437.9688516,502450587.18039894,2936632876.4297566,492920357.56619805,3298064699.7682357,410227377.9666566,6723014751.335473,65350093.18512618,94829591489.0847,350725794403.34094 
March,3184795782.1906915,5044659890.864809,633337647.0647722,2422781936.8242,1038888266.3608842,2113519886.6695032,1190049636.450971,2028703946.1636715,1266063333.3237145,1957139111.9321506,2632695770.2259707,3537634563.322655,1409476780.6102054,1792714919.013703,1447891696.1429121,1752398019.689391,1681080973.3003924,1601530934.127503,4335060326.864083,971976900.1000301,104105625426.77678,226347206357.564 
April,969150479.9130787,7677915827.027089,78648633.07236046,3799020649.233617,169313767.41847196,3189766605.3016987,241347823.91463166,3058232723.046205,284629916.437441,2961548677.675428,648063425.0045282,5373028286.944393,350206410.39544517,2715412844.449737,379516603.9084061,2656139607.7123404,494363137.2398553,2450411031.372907,1870918216.604258,1706530190.397228,97928283094.37602,107922204234.18175 
May,131855216.97591878,12169602169.57249,38071639.11518363,6058268884.532901,39965238.51282685,5164526350.967875,42146836.44513066,5018012654.778471,42571472.67500984,4914903006.479309,82001865.84362395,8867761469.17151,42845403.66687745,4525232332.992969,45638945.35819445,4431392672.074778,61993279.08156481,4151482750.663798,347510534.5717324,3492571369.1772585,107517941146.05,17919064449.85875 
June,30253821.607698884,15056691199.063934,10442856.604951499,7887768758.757295,8470290.399489872,6541417665.330291,10272080.510713415,6418748599.415721,11506237.906675976,6347649163.738987,21760810.220272105,11626674676.028393,11786410.976799227,5987351622.158165,13082022.020729184,5907206136.301411,17860564.69785037,5677070123.116145,26467745.150044687,5190909790.035746,121761074174.22751,39607276.49139965 
July,8162319.674656416,18365607593.309048,8382290.487495411,9503750821.018127,3695022.8187614884,7770433737.32916,5157682.917820647,7636508610.942059,4987772.2447201945,7524821656.590794,9254371.484588638,13971887646.594967,4432829.310990045,7200932077.764578,4297947.342152412,7129185101.590884,5416884.933698667,6984493953.768452,9694776.442182021,6771584591.560041,146368711504.88748,0.0 
August,9285976.114703864,17497966839.939217,6818956.296095485,9116156857.663126,4768420.164216598,7557902559.974131,5214216.84276763,7453925077.013412,4446120.463497008,7359501347.643105,10098997.83904705,13605806920.47075,4211803.944732434,7015829129.862694,4292573.688014469,6945024406.810693,4762300.232193688,6793328286.803413,14720782.065761942,6566631471.143492,136729813735.78429,0.0 
September,40206168.34857265,14949348998.875284,18143944.502580095,7397674765.256295,16420492.045049436,6194866941.075841,18206056.27198223,6065182601.910864,19817836.987053007,5976103653.0672455,37479929.695608824,10913998239.91236,19789031.586056456,5613448064.304823,20221888.650012225,5534915356.881088,24820355.975582168,5342249551.864084,52438069.9614296,4975143758.053881,113896894492.11046,5169351964.049924 
October,190191606.27924103,11608650487.804068,41264447.98394727,5545763278.912408,54030961.89726741,4758232416.986275,73527523.530675,4593682615.493456,85439282.15717137,4487238669.622487,176998720.59181735,8101382171.938098,92782932.28514028,4138413348.799338,98865358.1154352,4061016503.834689,122750401.63995224,3848569585.6658015,528590015.0864777,3228331624.3007207,104850050977.33331,51922777275.246666 
