Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6998864630.550696,1466987752.6081161,2218485475.242381,702194919.5910784,3064273858.8402066,562739277.2555737,3219962642.3136115,539671951.9615855,3316995913.11998,510378933.13084346,6261436790.949049,919644902.4963917,3365727541.7104673,468441855.0035769,3396802587.952714,465784572.981152,3707185794.1514363,386712885.0667489,7145143077.433378,88495863.22371927,87837818169.41994,278017895798.659 
February,6978568824.683572,1106383321.9960968,2303861949.7742357,531250281.1029414,3031583067.0910735,431234338.86012125,3194348364.6916833,419053678.7776739,3292451237.724158,377917285.72762173,6266013204.808642,708046209.9123869,3321765380.545178,350596209.2329744,3363714589.410823,348478232.0348441,3696713255.9280996,277167284.85780144,7000557493.523662,40152455.648567386,79216685897.2378,280358063748.7358 
March,3976613606.807624,3972172006.7497945,1000808852.4517639,1769429954.3167577,1464070742.9764595,1615379991.5499244,1607569602.04008,1568138340.2493773,1655248466.0433788,1511516339.667859,3232059359.8333135,2918551155.1765685,1707425205.4117167,1468015116.6035192,1731685454.7728386,1428325140.114,1984127284.9084232,1309656486.463054,4529342553.961318,836336679.0509828,86395641550.76004,172816251002.6705 
April,1250279218.9901142,6210350521.371127,149036324.93357474,2867547322.356375,299340180.6177515,2524118474.3751235,371344860.53657275,2428554341.891133,418569064.3518236,2357942106.334852,878869289.6845701,4541386065.878676,466355977.0923091,2270766783.954494,479913416.15895474,2221498156.9887605,614976926.4387469,2057652823.7863915,1959796558.9562771,1506745908.3170834,80728392386.91103,73738675670.83821 
May,142883470.6416329,9914527415.813936,32108306.086052835,4729866716.770655,31574405.878864814,4118086054.7214174,33082231.05325217,4006108556.125812,35811156.497571684,3935232519.5097117,68669965.88394597,7263764385.06026,36183356.702301584,3702784236.023631,38523489.378825426,3617332792.626908,64536458.30193611,3371743934.5665326,310628288.2269568,2937523788.944424,86753106700.40102,8033465111.15518 
June,30902682.173365753,12515216755.096848,10754696.057781234,6570909694.726662,10766079.916937225,5420955848.538124,12025072.371623285,5349317706.295245,13634670.340464225,5280003590.905134,26850863.09422098,9928159020.94997,14230456.898097223,5105299795.467706,14507410.724142194,5026329107.139253,16885151.655747995,4785856722.805152,24352457.280809414,4442123856.585134,95145739414.98921,0.0 
July,11019981.760551384,15847762665.623077,6419587.90838139,8162093216.315896,3761146.8768078447,6683597841.837927,3896912.208478301,6604067340.851707,4196877.966935696,6522711794.98192,7765743.953403923,12352141556.089907,4265024.20886854,6376118852.199409,4084071.7319828514,6328048648.816778,5684404.129208005,6158956993.118189,10790287.859415336,5996613936.551179,110636269235.50104,0.0 
August,11787919.127005188,14985773247.523865,6887863.014413573,7765380519.172271,4301738.15797267,6448081212.460407,4599071.180322238,6364354017.815593,4441726.249433158,6290315797.4691,10165864.826605061,11960723426.179441,4690502.858031358,6142669286.556311,4991812.446064924,6082709537.90901,6855133.351294234,5915961054.908314,16438239.128571158,5771395918.800749,105799395114.71391,0.0 
September,39186201.37275192,12531932790.461,17278416.59346653,6084763072.2180395,16982643.755420856,5139876081.507433,17649641.79521337,5043706069.380383,18233493.97275067,4987363032.26785,35023594.17790701,9280352529.58269,18693688.252205912,4766255533.4451275,18490110.71335518,4703040250.555865,20488719.183589324,4524506986.275307,36464973.962549046,4336091378.942985,90802238018.45247,655206943.5995406 
October,249117797.03988472,9817961044.990232,36904428.524376646,4416232758.07372,63663788.03530949,3968088372.4030585,84527195.82962152,3838563873.445684,101885917.16252093,3760567014.820973,215281513.7736285,7018853071.082184,111787662.43128517,3575939137.6915984,117009944.64355822,3505065334.799177,142649833.35453758,3319899537.2792597,538438477.2861412,2916190207.574568,86003299582.24785,28242218397.619946 
