Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,6518935757.5655985,1558968337.9247336,1854243958.039021,772134916.0017983,2625913985.85799,603123162.0460018,2866935725.9005365,577354245.8380988,2991538026.4342794,550348791.256123,5728965557.522949,926345882.5290467,3046364653.9349995,481237391.35895485,3100463596.748942,474529190.7043923,3426337489.8715267,388189903.89543205,7087326629.330659,62225585.4488909,90845939762.38583,304590681358.6083 
February,6473593699.61898,1213827302.928366,1911910436.1850405,598921614.8224432,2593064675.0674715,463169947.2623828,2805459274.1593795,453433648.7677855,2899296143.4063644,411543943.89549756,5502653249.937345,723679486.6180507,2960840154.2222986,374865494.60303736,3013385346.0885973,364581164.9090336,3398155207.7632866,295930233.0576797,6878793861.504963,18808050.307064574,81864000921.53171,304325171404.097 
March,3585335676.459709,4182737831.6644506,778289612.5218084,2024539280.637163,1196684985.6251214,1769672343.77583,1340258432.653214,1704032936.665513,1418323680.7778394,1642042553.12803,2746645100.619285,3102559321.7627945,1475921107.5181592,1575248233.6978788,1505892888.9433448,1528187056.7118363,1757288463.5720606,1405556110.0652885,4421492256.439483,807425777.0134379,89711430112.95818,194349370345.11517 
April,1070824882.8585466,6478322195.852381,97396742.75474647,3211006776.8834233,200081741.51437294,2708755273.7387424,282567660.49731225,2602408567.5689178,311212323.58861345,2508230234.486064,662911584.9125086,4747385088.2704525,353584240.6144289,2395459911.3071575,382308443.062359,2336895595.7890534,505755806.26308525,2152847640.74687,1949876967.1787798,1460146154.6240325,84266661697.12938,90632562882.91695 
May,128690246.74862868,10671241817.575705,32695960.677563697,5329274719.46628,35545348.98704916,4567806862.762215,36593982.83631223,4430520088.463038,37966338.58451253,4346949357.366735,71173952.81266695,8017221260.055453,37750085.990882635,4091961583.28868,40219452.8185937,4000005485.347334,57161683.9361801,3720772402.0434136,340486940.6776717,3080300703.957238,93220942067.58307,13842355860.672344 
June,25919519.846309733,13472140979.442404,10096986.184025766,7119787073.919051,8411838.073561775,5899318513.85121,8584430.511554291,5797389377.301183,9927599.055601992,5743788329.646407,18882897.362798076,10733100139.553522,10180087.330829212,5527939269.820899,12160412.554362249,5455251696.594532,16355515.83327899,5220524221.616834,23098876.737935778,4749038636.296814,107312328714.63882,15397364.524521105 
July,7257497.333227508,16799877085.997837,6322301.466450431,8700481290.938345,3831030.934773863,7117902398.531587,3796933.5736660645,7003999858.683335,4065968.421152407,6934406956.141361,8444622.14728354,13056950575.63441,4594732.0182291,6738719802.450834,4895282.862656994,6685193000.550184,4419904.203131849,6532062760.767989,9533366.329433631,6317826180.30016,130330887454.18816,0.0 
August,8813363.578031994,16031458742.449892,8121039.227100468,8367145732.911377,4013468.517480219,6962440278.939064,4475176.944528916,6866269196.973714,4144760.414109179,6797505646.773476,11160818.137976129,12784461651.131582,4465204.694992183,6605744880.703103,4671437.712085342,6552659313.658315,5041461.821051361,6371551476.694127,13815113.822807042,6148737189.338346,121981555324.39532,0.0 
September,35531169.7486639,13469101777.280533,15364691.802645588,6698355242.226213,14380074.916067392,5631960186.593399,15715064.104256768,5507761197.76149,16766907.927140232,5434473044.807186,33538471.983984426,10125959907.051416,17798582.387848873,5200072314.840846,18244859.26711339,5130786270.028147,20336585.332169667,4947361927.8046255,46269402.86280821,4586023256.14486,100386357740.30902,3362081544.6633587 
October,194313682.70045835,10263879340.440857,35055674.947704785,4889432836.974995,54477758.51352904,4237409185.953617,71359476.6215472,4078627082.991924,82761769.3212309,3994261768.7200074,172924630.27679157,7426071230.069075,88426100.38417885,3792191819.627408,92841678.36896127,3715929640.0207276,117347163.34682725,3508576965.355975,543929396.6930033,2913800065.724956,91074174299.94608,41455565872.537704 
November,1639391181.7283413,4697049561.474211,317448945.8975237,2156175741.1757574,558523716.433472,1787785224.8995516,672050837.7275909,1672311783.19603,741423490.1863853,1590845436.1855152,1402898961.0898654,2904566148.1150107,765791306.3505901,1482176142.9656315,792476104.4206893,1442927751.8503096,951515034.7828611,1314165562.6525261,2550734967.774189,786243774.5566099,86389298173.39331,148891746112.4051 
December,5498167075.695813,2386360241.4710197,1604732020.563812,1060569002.0071528,2269948465.3232493,868543863.0160749,2464276734.6991997,825379743.177256,2553335287.3754015,775097929.0561489,4882305931.569033,1378806594.4459732,2627691463.256771,716714737.0612402,2681472757.00366,695743287.2338886,2958956614.704569,606721876.4556077,6039902138.071715,257191921.70468882,90423539967.93118,269674234560.58725 
