Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,8633846557.12316,546035946.5190583,3030047123.8605976,332991727.8323804,3795542052.5822697,254225258.9266357,3892574892.0880847,249533555.78118727,4029381960.948363,229123576.7595144,7716392442.113547,407732511.05402124,4097017675.683124,211307002.08656448,4120312135.5806217,197537660.45650527,4430332437.978317,151731686.50808802,8079886414.693205,15380740.809888609,75239567083.05579,250267526318.19067 
February,8631272781.081442,364218135.4143801,3072872103.0951405,235054001.49349698,3801966778.6598177,174322398.00027725,3908764275.852136,174362373.69873852,4007315657.279748,149690401.07360473,7653491584.704306,281703226.85161984,4071589243.171739,146300722.75449386,4092461296.680178,136812039.1468775,4379883545.759323,100929238.65752618,7938603012.415946,5660877.6626421325,67722424435.39454,251156864447.12628 
March,5124817612.592835,2520161159.216091,1558073673.7024133,1175796414.2340066,1938334195.00089,1072402831.3780004,2033386967.1359568,1035742923.80996,2131029717.4302027,998203984.324396,4098203056.815998,1898991630.3334198,2195845136.2827106,962906893.2723335,2214692318.2207747,939431183.5642457,2533815722.5141487,847874965.6089606,5228510534.352276,516493106.49697745,73911551367.08655,157701784837.77295 
April,1802451174.2302058,4297790180.590605,313350104.98553723,1922661203.7438025,514770863.44757384,1752830914.0183837,605852415.7361361,1695211446.0779116,661842900.3901285,1640386134.280523,1311858592.0955844,3120173697.5593596,706965203.3909011,1565422103.0142226,714951982.3436877,1528052495.079213,865989419.3654608,1397360226.9205828,2358339505.022695,982945717.6276522,68986175820.8097,70039532168.17688 
May,203230850.1903356,7479799563.8718815,27220763.794730652,3428280625.363243,31353513.79655056,3108378947.491514,46239186.6821522,3012838391.9912677,52129382.757889725,2941192266.7758217,109206683.35318054,5388838178.7643585,56816592.40182542,2742880905.343311,63741967.86896812,2664955845.3575573,89388033.7600593,2452713863.9102955,419064771.17608136,2120003774.2123964,73429215995.51749,8548737137.529473 
June,32739551.46534072,9900178550.97545,14428595.967522383,5158295456.000359,13375655.520096323,4313401142.925116,13353357.07613512,4243040513.131757,13937299.089793444,4179240983.728982,27767009.015306562,7808255935.278663,15363024.740772206,4004993881.4158125,15744429.644809142,3924371361.8913655,17826450.515326098,3684388161.9056582,23916620.24654535,3426752161.9884753,79996968970.67723,0.0 
July,14970798.910715884,12958327648.726753,6291564.605156223,6731791728.594302,5663984.637186741,5530108879.476505,5815595.708001308,5466839297.292142,6566590.728558699,5381687410.637574,9995962.709542057,10164460029.156214,5284925.780893819,5240994374.200177,5876569.863929754,5187078335.76258,7656627.581734969,5007754487.06036,13937928.55546103,4849710860.9155,93451754204.62059,0.0 
August,21538977.317036804,12143357014.343138,6020173.246579506,6319126737.389457,5748525.663701769,5260041012.7613125,5990117.302590083,5208004680.137653,6919306.067404612,5126851910.270899,14516612.933053987,9666440438.769081,8210862.864035528,4982264662.945502,8485320.700525824,4931591392.635488,11966164.779574532,4744784913.931338,18365805.35709052,4594489140.2157955,89264658751.06865,0.0 
September,38174080.89278422,10070340314.245361,17783194.048871644,4743318372.149154,15833582.37251862,4138047664.6389937,16340153.352667918,4066485182.5729594,17115119.845255204,4002378286.7848845,33397036.581641935,7383826466.075643,18297728.936836336,3792330184.9557056,18531783.863646884,3733563197.3582087,20316178.698111415,3573186826.3145194,44396101.456405275,3430641401.5638695,76874797861.39934,628589919.2022974 
October,381387387.75963336,7501936972.142635,49745119.583551995,3266627265.8445854,101617689.17364092,3036101026.784372,130520321.07927103,2927438392.125492,147475480.06573907,2847247218.61058,306630034.1801173,5275301429.7318735,161231479.06685305,2686926311.4668117,164045966.0810696,2623522495.159012,215997872.09627858,2458446055.93421,694162697.2908059,2162194651.1921506,73384914827.21895,27040480291.907845 
