Date/Time,LGSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE1:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE3:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE4:Zone Air System Sensible Cooling Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Heating Energy [J](Monthly),LGSTORE2:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE5:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE6:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE7:Zone Air System Sensible Cooling Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Heating Energy [J](Monthly),SMSTORE8:Zone Air System Sensible Cooling Energy [J](Monthly),Electricity:Facility [J](Monthly),NaturalGas:Facility [J](Monthly) 
January,25571631.55786161,11194696890.575125,11676962.572348578,5861150913.529093,11419578.053563816,4971432030.936242,11798509.718043664,4874531024.600796,12588521.041884439,4787351078.643434,24057219.44082323,8976250868.692,12564204.919673787,4645639613.024496,12560854.333713725,4573964762.82088,14537388.776899386,4343370379.52634,19860145.79615004,3934101602.9915924,86091536792.2233,40497610.15429924 
February,15519321.907951646,10489699885.353704,7658108.94586459,5580645436.788306,7289337.535460599,4676786088.820315,7266825.328873847,4611309409.248881,7821224.726622543,4539806633.978561,12338910.932701219,8549766305.618063,6784951.999702426,4433796770.496565,6676424.6050279,4363191398.088088,8479659.798392171,4166065778.030885,15100113.270712283,3752115852.313741,79247486923.09964,0.0 
March,25134255.718656257,10878870522.624378,11579979.183039159,5823820445.079326,11154465.776175,4925071087.672932,11343428.975386191,4858497708.546378,11877735.811548727,4769741809.524821,22121629.296104718,9003989344.043928,10894318.245829334,4659648242.319693,10954902.836953232,4591892257.337622,12849710.716713052,4344367482.227099,17232916.62973508,3867425773.0828786,87914864082.0476,0.0 
April,14757411.453367004,12052560865.789204,8272142.329186985,6356324717.535171,5239355.439280206,5297953867.453519,5352186.08371604,5230723298.107748,6450635.370831756,5138451784.248057,14109235.89035884,9716176962.726912,7249199.143578766,5054356116.054845,6954453.333098326,5001548250.390668,7458960.87845539,4805836378.415001,12436373.443353217,4544881985.14781,91691755771.77647,0.0 
May,8940783.440454554,12899320197.064106,8046146.059204084,6772649452.518223,4076091.4265446127,5696373597.535918,4162401.4856917006,5622009078.786556,4981549.866153908,5520971517.095665,9739050.245343816,10430248474.215364,4600826.815455236,5444447953.484449,4393527.894592172,5390697066.121823,5631157.058466078,5216641023.188501,6848591.798803123,5127033338.42001,103911367023.75862,0.0 
June,2817223.918046426,14341803765.22516,7127779.250464206,7349412972.156775,2490011.518064971,6273159579.428494,3120434.708060688,6177663050.420007,3626477.207371522,6098646725.621804,5524978.419051364,11496569985.82331,1945745.4705065426,5995488935.159797,2611593.3110014074,5949848424.55752,2693340.0756880334,5841822811.595898,5403490.561587161,6094142554.674879,109481522960.02547,0.0 
July,2763155.173435885,15992639056.856802,6012365.7974749645,7994056672.793848,1673343.6364382799,6799393486.37674,2339698.841043443,6679218301.534062,2927905.924028253,6595232325.540781,4252390.30968906,12467348267.291445,1878741.9841845606,6492598154.451204,1914096.3297543642,6443446646.629085,2849143.9301122306,6370819460.62187,2857991.7741868673,6895978011.821182,119571562534.67801,0.0 
August,4326784.002891121,16808082650.558687,7718213.389143324,8259866473.004938,1813368.0887263955,7156215044.640919,1907372.5245831315,7046240497.582625,1928838.8279202662,6968867245.88279,4103562.691941516,13202924426.335783,2012892.3157052456,6868464833.303911,2186119.527691074,6819742517.13805,1928688.7355711942,6742410971.290047,2432121.008367765,7448971402.174428,120088237181.06357,0.0 
September,2420632.8708423995,16131842437.9224,6163995.847126962,7970455419.535666,2361189.917776038,6824785841.202869,2339033.6487976904,6715587119.122604,3043406.682284943,6634003174.237891,4361335.0626924755,12579440101.668873,2057908.6382908018,6540229241.175327,1728121.5218932407,6488855556.634645,1961772.2498060362,6426658187.843871,2240717.694003118,7087370752.404224,114202601939.68935,0.0 
October,8159520.803805853,16188679318.070263,7307187.914041465,8025684102.214529,2373649.8249310246,6835278862.766602,2969338.924911804,6726660679.751997,2885506.531792908,6637547088.873832,6057400.922697796,12623510424.173326,3814528.069553776,6542188380.744199,3717796.3623512723,6487156056.32542,3686418.9510434614,6415148947.983822,4082376.949498572,6944233983.972915,108347439229.62572,0.0 
